date-time,latitude,longitude,depth,RMS,Nphs,errH,errZ,Mamp,errOT,stderrX,stderrY,publicId
2016-10-20T11:37:33.330000Z,42.83317,13.20317,10.82,0.04609,28,0.235,0.2624,0.0,0.01796,0.1427,0.1861,8593311
2016-10-20T12:01:37.290000Z,42.8665,13.16282,4.221,0.04364,30,0.195,0.1948,0.0,0.01626,0.1222,0.1516,8593601
2016-10-20T12:02:56.790000Z,42.75933,13.14738,2.745,0.1533,18,0.271,0.5502,0.0,0.02176,0.1484,0.2264,8593671
2016-10-20T12:26:34.060000Z,42.86617,13.08232,3.575,0.05075,14,0.295,0.3196,0.0,0.02532,0.1815,0.2326,8593881
2016-10-20T12:39:09.315000Z,42.75867,13.04037,5.802,0.03255,15,0.333,1.023,0.0,0.02366,0.1738,0.2838,8593961
2016-10-20T12:46:50.520000Z,42.87867,13.15498,1.55,0.1522,12,0.277,0.6576,0.0,0.0331,0.1803,0.21,8594101
2016-10-20T12:49:24.780000Z,42.831,13.206,9.866,0.02663,7,0.744,0.9873,0.0,0.03577,0.3118,0.676,8594111
2016-10-20T13:01:17.310000Z,42.8505,13.263,1.125,0.08919,22,0.239,0.3909,0.0,0.02058,0.1528,0.1841,8594211
2016-10-20T13:06:12.990000Z,42.7405,13.1775,9.504,0.05273,28,0.226,0.2511,0.0,0.01737,0.151,0.1684,8594241
2016-10-20T13:08:16.940000Z,42.87767,13.14852,3.339,0.05466,20,0.251,0.2903,0.0,0.02075,0.1602,0.1926,8594311
2016-10-20T13:31:48.680000Z,42.77983,13.11215,1.279,0.1007,8,0.637,0.8214,0.0,0.03507,0.3899,0.5035,8594471
2016-10-20T13:58:35.480000Z,42.86633,13.16217,4.307,0.05399,35,0.196,0.1809,0.0,0.01549,0.1278,0.1489,8594681
2016-10-20T14:00:35.820000Z,42.73967,13.21017,5.951,0.05604,47,0.164,0.1921,0.0,0.01321,0.09789,0.1322,8594701
2016-10-20T14:04:16.070000Z,42.7395,13.16202,9.298,0.05991,18,0.292,0.4653,0.0,0.02223,0.1654,0.2402,8594741
2016-10-20T15:05:57.530000Z,42.88883,13.14552,3.92,0.08478,21,0.246,0.2908,0.0,0.0198,0.1567,0.1897,8595071
2016-10-20T15:11:20.890000Z,42.74767,13.2505,8.168,0.05878,19,0.304,0.8105,0.0,0.02252,0.1643,0.2556,8595101
2016-10-20T15:40:02.208000Z,42.85733,13.23517,0.4986,0.06201,12,0.303,0.3486,0.0,0.02717,0.1626,0.2552,8595381
2016-10-20T16:00:13.670000Z,42.86717,13.1617,4.172,0.04473,28,0.224,0.22,0.0,0.01723,0.1391,0.1761,8595511
2016-10-20T16:08:21.860000Z,42.86883,13.239,4.047,0.03647,24,0.244,0.2169,0.0,0.01867,0.1474,0.1941,8595611
2016-10-20T16:12:00.297500Z,42.85167,13.23433,5.805,0.04395,17,0.302,0.3144,0.0,0.02272,0.1647,0.2531,8595661
2016-10-20T16:27:36.380000Z,42.844,13.25683,6.88,0.1705,20,0.464,0.6368,0.0,0.02659,0.2386,0.3985,8595791
2016-10-20T16:30:44.040000Z,42.86,13.2195,1.417,0.03003,9,0.371,0.4909,0.0,0.02885,0.1829,0.3232,8595841
2016-10-20T17:26:41.980000Z,42.8185,13.18367,7.958,0.04225,25,0.236,0.2361,0.0,0.01823,0.1582,0.1747,8596081
2016-10-20T17:29:17.000000Z,42.87233,13.07317,3.515,0.05233,18,0.263,0.2665,0.0,0.02213,0.1526,0.2142,8596111
2016-10-20T17:44:24.320000Z,42.86733,13.16202,4.125,0.03396,19,0.275,0.2567,0.0,0.02188,0.1821,0.2055,8596251
2016-10-20T17:45:33.140000Z,42.81883,13.27083,1.293,0.07956,15,0.325,0.8235,0.0,0.0239,0.1984,0.2577,8596281
2016-10-20T18:05:49.090000Z,42.81533,13.235,2.816,0.06431,38,0.2,0.3179,0.0,0.01479,0.1154,0.1632,8596431
2016-10-20T18:12:54.420000Z,42.88483,13.24633,3.376,0.06254,19,0.283,0.2609,0.0,0.02186,0.1648,0.2297,8596491
2016-10-20T18:40:30.470000Z,42.78733,13.17617,5.963,0.04192,22,0.252,0.2985,0.0,0.01999,0.1583,0.1966,8596741
2016-10-20T19:31:25.620000Z,42.79867,13.00431,3.156,0.04748,21,0.255,0.5569,0.0,0.02041,0.1416,0.2118,8597021
2016-10-20T19:42:47.200000Z,42.773,13.15515,6.097,0.1631,20,0.269,0.6624,0.0,0.02196,0.178,0.2011,8597121
2016-10-20T20:12:57.830000Z,42.87733,13.06917,3.493,0.05517,18,0.26,0.2735,0.0,0.02288,0.1605,0.2049,8597341
2016-10-20T21:11:20.880000Z,42.8005,13.00309,3.576,0.08925,12,0.319,1.259,0.0,0.02681,0.171,0.2697,8597591
2016-10-20T21:14:33.920000Z,42.76617,13.13568,9.588,0.03574,23,0.222,0.3341,0.0,0.0188,0.1534,0.1598,8597661
2016-10-20T21:15:22.560000Z,42.87083,13.24233,2.792,0.05633,15,0.32,0.3251,0.0,0.02419,0.1964,0.2528,8597681
2016-10-20T21:18:18.270000Z,42.7265,13.16933,8.665,0.04848,25,0.215,0.3195,0.0,0.01843,0.1443,0.1599,8597691
2016-10-20T21:24:05.331000Z,42.84967,13.1755,2.668,0.04886,29,0.192,0.1564,0.0,0.01619,0.1283,0.1427,8597731
2016-10-20T21:30:04.447000Z,42.86733,13.16258,4.214,0.04373,32,0.189,0.1789,0.0,0.01587,0.1209,0.1458,8597781
2016-10-20T21:47:55.930000Z,42.78967,13.23233,5.562,0.05852,19,0.261,0.885,0.0,0.02107,0.1825,0.1869,8597911
2016-10-20T22:16:35.220000Z,42.871,13.24233,3.276,0.04459,27,0.22,0.2603,0.0,0.01718,0.1429,0.1671,8598151
2016-10-20T22:20:53.430000Z,42.82017,13.15085,10.07,0.02789,11,0.472,0.5801,0.0,0.02847,0.2442,0.4039,8598201
2016-10-20T22:39:03.919000Z,42.83433,13.1655,8.783,0.1084,14,0.347,0.3325,0.0,0.02513,0.2362,0.2536,8598261
2016-10-20T22:39:49.220000Z,42.868,13.2335,4.053,0.1824,12,0.383,0.5753,0.0,0.02584,0.2414,0.2968,8598271
2016-10-20T22:46:01.411000Z,42.89683,13.24083,3.316,0.03231,36,0.177,0.1834,0.0,0.01451,0.1085,0.1397,8598331
2016-10-20T22:47:50.290000Z,42.8995,13.23883,3.165,0.06287,24,0.221,0.2378,0.0,0.01867,0.1306,0.1787,8598371
2016-10-20T22:51:28.570000Z,42.86817,13.23717,3.56,0.02492,12,0.346,0.3894,0.0,0.02693,0.2178,0.2686,8598451
2016-10-20T22:52:55.860000Z,42.81067,13.238,4.133,0.05781,24,0.213,0.3285,0.0,0.01924,0.1307,0.1682,8598461
2016-10-20T23:05:19.790000Z,42.89633,13.24017,3.324,0.02362,11,0.341,0.4168,0.0,0.02996,0.2328,0.2498,8598541
2016-10-20T23:30:23.920000Z,42.79583,13.214,4.469,0.09295,20,0.249,0.4087,0.0,0.02068,0.1477,0.2005,8598771
2016-10-20T23:37:54.540000Z,42.89783,13.24017,3.45,0.03898,40,0.173,0.1884,0.0,0.01402,0.1059,0.1372,8598851
2016-10-20T23:40:14.720000Z,42.79667,13.1246,2.673,0.06033,14,0.335,0.755,0.0,0.02763,0.2134,0.2587,8598911
2016-10-21T00:13:41.360000Z,42.787,13.12277,2.237,0.06434,37,0.166,0.2415,0.0,0.01433,0.1039,0.1292,8599031
2016-10-21T00:41:18.220000Z,42.807,13.11603,1.693,0.08613,16,0.281,0.3277,0.0,0.02359,0.1829,0.2133,8599151
2016-10-21T00:53:23.160000Z,42.87183,13.23633,3.419,0.03543,14,0.325,0.3422,0.0,0.02519,0.1957,0.2595,8599201
2016-10-21T01:33:43.970000Z,42.86983,13.12082,10.06,0.08885,14,0.314,0.4671,0.0,0.02358,0.178,0.2585,8599421
2016-10-21T01:43:25.280000Z,42.82783,13.16733,7.28,0.06987,26,0.233,0.2497,0.0,0.01799,0.1472,0.1812,8599461
2016-10-21T02:23:16.149999Z,42.89717,13.2145,5.216,0.08169,21,0.254,0.7255,0.0,0.01819,0.1188,0.2247,8599831
2016-10-21T02:26:23.860000Z,42.77917,13.20933,8.245,0.04741,21,0.28,0.2925,0.0,0.02032,0.1575,0.2309,8599881
2016-10-21T02:32:41.210000Z,42.79667,13.2165,13.05,0.09189,12,0.595,0.9079,0.0,0.03118,0.3348,0.4916,8599921
2016-10-21T02:43:03.899000Z,42.77183,13.15922,2.359,0.07873,22,0.274,0.4723,0.0,0.02,0.1528,0.2279,8599991
2016-10-21T03:05:17.050000Z,42.77933,13.15223,2.904,0.04944,25,0.233,0.299,0.0,0.01842,0.1461,0.1818,8600121
2016-10-21T03:27:55.470000Z,42.78583,13.14298,1.569,0.1219,16,0.304,0.3935,0.0,0.02347,0.1763,0.2474,8600331
2016-10-21T03:31:42.570000Z,42.94983,13.263,4.259,0.05334,18,0.253,0.4334,0.0,0.02088,0.1516,0.203,8600341
2016-10-21T03:39:35.690000Z,42.77867,13.14715,3.079,0.03938,11,0.368,0.5431,0.0,0.02771,0.2205,0.2947,8600381
2016-10-21T03:56:22.030000Z,42.85383,13.25483,3.775,0.06317,27,0.214,0.2469,0.0,0.01729,0.1362,0.1646,8600511
2016-10-21T04:21:46.500000Z,42.83417,13.15807,4.49,0.0663,34,0.181,0.1911,0.0,0.01557,0.1251,0.1306,8600691
2016-10-21T04:32:27.670000Z,42.918,13.05372,11.02,0.01981,12,0.375,1.213,0.0,0.0274,0.2099,0.3103,8600781
2016-10-21T04:42:30.370000Z,42.84017,13.2385,4.948,0.05235,37,0.365,1.473,0.0,0.0269,0.1858,0.3138,8600891
2016-10-21T05:13:39.520000Z,42.9,13.2395,3.142,0.03398,17,0.287,0.2742,0.0,0.02221,0.1731,0.2295,8601071
2016-10-21T05:47:30.110000Z,42.73783,13.13153,-0.2,0.1308,14,0.271,0.5631,0.0,0.02611,0.1749,0.2066,8601191
2016-10-21T05:53:56.160000Z,42.9175,13.0531,10.65,0.01835,16,0.301,0.5141,0.0,0.02442,0.1893,0.2343,8601261
2016-10-21T06:04:20.440000Z,42.91783,13.05413,10.65,0.01852,22,0.248,0.3211,0.0,0.02003,0.1687,0.1814,8601321
2016-10-21T06:33:08.479000Z,42.75733,13.17917,3.8,0.05904,27,0.222,0.5347,0.0,0.0178,0.1392,0.1735,8601521
2016-10-21T06:41:02.210000Z,42.78767,13.17967,5.704,0.03833,23,0.291,0.3065,0.0,0.01945,0.1359,0.2572,8601571
2016-10-21T06:55:09.741000Z,42.84417,13.22683,5.388,0.04654,21,0.233,0.3401,0.0,0.01984,0.155,0.1746,8601711
2016-10-21T07:01:11.210000Z,42.89917,13.23867,2.986,0.03267,15,0.296,0.2675,0.0,0.02401,0.1848,0.2318,8601751
2016-10-21T07:09:43.660000Z,42.75233,13.23733,9.879,0.03653,23,0.269,0.2856,0.0,0.01914,0.1471,0.2252,8601771
2016-10-21T07:26:37.160000Z,42.73933,13.14972,10.17,0.04591,28,0.204,0.3468,0.0,0.01717,0.1283,0.1585,8601871
2016-10-21T07:33:20.270000Z,42.70033,13.2505,7.75,0.03651,26,0.239,0.275,0.0,0.01839,0.1505,0.1851,8601891
2016-10-21T07:54:16.960000Z,42.69983,13.25133,7.849,0.0521,27,0.247,0.2604,0.0,0.01825,0.1455,0.1991,8602121
