x,y,z,hit,v_type,distance_km,latitude,longitude,hit_step
10.25299,-3.70428,2.00000,0.30960,1,6.50000,42.79999,12.99967,0
10.01786,-3.61899,2.00000,0.29546,1,6.75000,42.80076,13.00254,0
9.78274,-3.53370,2.00000,0.28291,1,7.00000,42.80152,13.00541,0
9.54761,-3.44843,2.00000,0.27206,1,7.25000,42.80229,13.00828,0
9.31249,-3.36316,2.00000,0.26302,1,7.50000,42.80306,13.01116,0
9.07736,-3.27790,2.00000,0.25586,1,7.75000,42.80383,13.01403,0
8.84223,-3.19264,2.00000,0.25065,1,8.00000,42.80459,13.01690,0
8.60711,-3.10740,2.00000,0.24740,1,8.25000,42.80536,13.01978,0
8.37198,-3.02216,2.00000,0.24610,1,8.50000,42.80613,13.02265,0
8.13686,-2.93693,2.00000,0.24673,1,8.75000,42.80690,13.02552,0
7.90173,-2.85171,2.00000,0.24928,1,9.00000,42.80766,13.02840,0
7.66661,-2.76650,2.00000,0.25371,1,9.25000,42.80843,13.03127,0
7.43148,-2.68129,2.00000,0.26001,1,9.50000,42.80920,13.03414,0
7.19636,-2.59610,2.00000,0.26813,1,9.75000,42.80996,13.03702,0
6.96123,-2.51091,2.00000,0.27803,1,10.00000,42.81073,13.03989,0
6.72611,-2.42573,2.00000,0.28967,1,10.25000,42.81150,13.04276,0
6.49098,-2.34055,2.00000,0.30298,1,10.50000,42.81226,13.04564,0
6.25586,-2.25539,2.00000,0.31789,1,10.75000,42.81303,13.04851,0
6.02073,-2.17023,2.00000,0.33431,1,11.00000,42.81380,13.05139,0
5.78560,-2.08508,2.00000,0.35216,1,11.25000,42.81456,13.05426,0
5.55048,-1.99994,2.00000,0.37137,1,11.50000,42.81533,13.05713,0
5.31535,-1.91481,2.00000,0.39192,1,11.75000,42.81610,13.06001,0
5.08023,-1.82968,2.00000,0.41377,1,12.00000,42.81686,13.06288,0
4.84510,-1.74457,2.00000,0.43686,1,12.25000,42.81763,13.06576,0
4.60998,-1.65946,2.00000,0.46117,1,12.50000,42.81839,13.06863,0
4.37485,-1.57436,2.00000,0.48667,1,12.75000,42.81916,13.07150,0
4.13973,-1.48926,2.00000,0.51332,1,13.00000,42.81993,13.07438,0
3.90460,-1.40418,2.00000,0.54113,1,13.25000,42.82069,13.07725,0
3.66948,-1.31910,2.00000,0.57008,1,13.50000,42.82146,13.08013,0
3.43435,-1.23403,2.00000,0.60019,1,13.75000,42.82222,13.08300,0
3.19923,-1.14897,2.00000,0.63148,1,14.00000,42.82299,13.08588,0
2.96410,-1.06392,2.00000,0.66400,1,14.25000,42.82376,13.08875,0
2.72897,-0.97888,2.00000,0.69773,1,14.50000,42.82452,13.09163,0
2.49385,-0.89384,2.00000,0.73245,1,14.75000,42.82529,13.09450,0
2.25872,-0.80881,2.00000,0.76792,1,15.00000,42.82605,13.09738,0
2.02360,-0.72379,2.00000,0.80391,1,15.25000,42.82682,13.10025,0
1.78847,-0.63878,2.00000,0.84020,1,15.50000,42.82758,13.10313,1
1.55335,-0.55377,2.00000,0.87657,1,15.75000,42.82835,13.10600,1
1.31822,-0.46878,2.00000,0.91281,1,16.00000,42.82911,13.10888,1
1.08310,-0.38379,2.00000,0.94874,1,16.25000,42.82988,13.11175,1
0.84797,-0.29881,2.00000,0.98416,1,16.50000,42.83064,13.11463,1
0.61285,-0.21384,2.00000,1.01890,1,16.75000,42.83141,13.11750,1
0.37772,-0.12887,2.00000,1.05281,1,17.00000,42.83217,13.12038,1
0.14260,-0.04391,2.00000,1.08574,1,17.25000,42.83294,13.12326,1
-0.09253,0.04103,2.00000,1.11755,1,17.50000,42.83370,13.12613,1
-0.32765,0.12597,2.00000,1.14817,1,17.75000,42.83447,13.12901,1
-0.56278,0.21091,2.00000,1.17757,1,18.00000,42.83523,13.13188,1
-0.79790,0.29583,2.00000,1.20572,1,18.25000,42.83600,13.13476,1
-1.03303,0.38075,2.00000,1.23255,1,18.50000,42.83676,13.13764,1
-1.26816,0.46566,2.00000,1.25800,1,18.75000,42.83752,13.14051,1
-1.50328,0.55056,2.00000,1.28196,1,19.00000,42.83829,13.14339,1
-1.73841,0.63545,2.00000,1.30432,1,19.25000,42.83905,13.14626,1
-1.97353,0.72033,2.00000,1.32493,1,19.50000,42.83982,13.14914,1
-2.20866,0.80521,2.00000,1.34364,1,19.75000,42.84058,13.15202,1
-2.44378,0.89008,2.00000,1.36027,1,20.00000,42.84135,13.15489,1
-2.67891,0.97494,2.00000,1.37459,1,20.25000,42.84211,13.15777,1
-2.91403,1.05979,2.00000,1.38640,1,20.50000,42.84287,13.16065,1
-3.14916,1.14463,2.00000,1.39545,1,20.75000,42.84364,13.16352,1
-3.38428,1.22947,2.00000,1.40174,1,21.00000,42.84440,13.16640,1
-3.61941,1.31430,2.00000,1.40540,1,21.25000,42.84516,13.16928,1
-3.85453,1.39912,2.00000,1.40660,1,21.50000,42.84593,13.17215,1
-4.08966,1.48393,2.00000,1.40549,1,21.75000,42.84669,13.17503,1
-4.32478,1.56873,2.00000,1.40226,1,22.00000,42.84745,13.17791,1
-4.55991,1.65353,2.00000,1.39708,1,22.25000,42.84822,13.18078,1
-4.79504,1.73832,2.00000,1.39012,1,22.50000,42.84898,13.18366,1
-5.03016,1.82310,2.00000,1.38159,1,22.75000,42.84974,13.18654,1
-5.26529,1.90787,2.00000,1.37167,1,23.00000,42.85051,13.18942,1
-5.50041,1.99263,2.00000,1.36055,1,23.25000,42.85127,13.19229,1
-5.73554,2.07739,2.00000,1.34844,1,23.50000,42.85203,13.19517,1
-5.97066,2.16214,2.00000,1.33553,1,23.75000,42.85280,13.19805,1
-6.20579,2.24688,2.00000,1.32201,1,24.00000,42.85356,13.20093,1
-6.44091,2.33161,2.00000,1.30804,1,24.25000,42.85432,13.20380,1
-6.67604,2.41633,2.00000,1.29379,1,24.50000,42.85508,13.20668,1
-6.91116,2.50105,2.00000,1.27939,1,24.75000,42.85585,13.20956,1
-7.14629,2.58575,2.00000,1.26504,1,25.00000,42.85661,13.21244,1
-7.38141,2.67045,2.00000,1.25089,1,25.25000,42.85737,13.21532,1
-7.61654,2.75514,2.00000,1.23715,1,25.50000,42.85813,13.21819,1
-7.85167,2.83983,2.00000,1.22401,1,25.75000,42.85890,13.22107,1
-8.08679,2.92450,2.00000,1.21166,1,26.00000,42.85966,13.22395,1
-8.32192,3.00917,2.00000,1.20031,1,26.25000,42.86042,13.22683,1
-8.55704,3.09383,2.00000,1.19019,1,26.50000,42.86118,13.22971,1
-8.79217,3.17848,2.00000,1.18152,1,26.75000,42.86194,13.23258,1
-9.02729,3.26312,2.00000,1.17452,1,27.00000,42.86271,13.23546,1
-9.26242,3.34776,2.00000,1.16934,1,27.25000,42.86347,13.23834,1
-9.49754,3.43239,2.00000,1.16586,1,27.50000,42.86423,13.24122,1
-9.73267,3.51701,2.00000,1.16392,1,27.75000,42.86499,13.24410,1
-9.96779,3.60162,2.00000,1.16333,1,28.00000,42.86575,13.24698,1
-10.20292,3.68622,2.00000,1.16392,1,28.25000,42.86652,13.24986,1
-10.43805,3.77082,2.00000,1.16548,1,28.50000,42.86728,13.25274,1
-10.67317,3.85540,2.00000,1.16784,1,28.75000,42.86804,13.25561,1
-10.90830,3.93998,2.00000,1.17079,1,29.00000,42.86880,13.25849,1
-11.14342,4.02455,2.00000,1.17413,1,29.25000,42.86956,13.26137,1
-11.37855,4.10911,2.00000,1.17766,1,29.50000,42.87032,13.26425,1
-11.61367,4.19367,2.00000,1.18117,1,29.75000,42.87108,13.26713,1
-11.84880,4.27822,2.00000,1.18447,1,30.00000,42.87184,13.27001,1
16.36625,-5.92471,2.25000,0.66453,1,0.00000,42.78000,12.92500,0
16.13113,-5.83921,2.25000,0.67535,1,0.25000,42.78077,12.92787,0
15.89600,-5.75371,2.25000,0.68365,1,0.50000,42.78154,12.93074,0
15.66087,-5.66823,2.25000,0.68943,1,0.75000,42.78231,12.93361,0
15.42575,-5.58275,2.25000,0.69270,1,1.00000,42.78308,12.93648,0
15.19062,-5.49728,2.25000,0.69354,1,1.25000,42.78385,12.93936,0
14.95550,-5.41182,2.25000,0.69203,1,1.50000,42.78462,12.94223,0
14.72037,-5.32637,2.25000,0.68825,1,1.75000,42.78539,12.94510,0
14.48525,-5.24092,2.25000,0.68227,1,2.00000,42.78616,12.94797,0
14.25012,-5.15549,2.25000,0.67416,1,2.25000,42.78692,12.95084,0
14.01500,-5.07006,2.25000,0.66402,1,2.50000,42.78769,12.95371,0
13.77987,-4.98464,2.25000,0.65196,1,2.75000,42.78846,12.95658,0
13.54474,-4.89922,2.25000,0.63809,1,3.00000,42.78923,12.95946,0
13.30962,-4.81382,2.25000,0.62257,1,3.25000,42.79000,12.96233,0
13.07449,-4.72842,2.25000,0.60555,1,3.50000,42.79077,12.96520,0
12.83937,-4.64303,2.25000,0.58722,1,3.75000,42.79154,12.96807,0
12.60424,-4.55765,2.25000,0.56779,1,4.00000,42.79231,12.97094,0
12.36912,-4.47228,2.25000,0.54746,1,4.25000,42.79307,12.97381,0
12.13399,-4.38691,2.25000,0.52648,1,4.50000,42.79384,12.97669,0
11.89887,-4.30156,2.25000,0.50510,1,4.75000,42.79461,12.97956,0
11.66374,-4.21621,2.25000,0.48360,1,5.00000,42.79538,12.98243,0
11.42861,-4.13087,2.25000,0.46226,1,5.25000,42.79615,12.98530,0
11.19349,-4.04553,2.25000,0.44132,1,5.50000,42.79692,12.98818,0
10.95836,-3.96021,2.25000,0.42103,1,5.75000,42.79768,12.99105,0
10.72324,-3.87489,2.25000,0.40160,1,6.00000,42.79845,12.99392,0
10.48811,-3.78958,2.25000,0.38325,1,6.25000,42.79922,12.99679,0
10.25299,-3.70428,2.25000,0.36616,1,6.50000,42.79999,12.99967,0
10.01786,-3.61899,2.25000,0.35051,1,6.75000,42.80076,13.00254,0
9.78274,-3.53370,2.25000,0.33646,1,7.00000,42.80152,13.00541,0
9.54761,-3.44843,2.25000,0.32416,1,7.25000,42.80229,13.00828,0
9.31249,-3.36316,2.25000,0.31374,1,7.50000,42.80306,13.01116,0
9.07736,-3.27790,2.25000,0.30532,1,7.75000,42.80383,13.01403,0
8.84223,-3.19264,2.25000,0.29900,1,8.00000,42.80459,13.01690,0
8.60711,-3.10740,2.25000,0.29481,1,8.25000,42.80536,13.01978,0
8.37198,-3.02216,2.25000,0.29274,1,8.50000,42.80613,13.02265,0
8.13686,-2.93693,2.25000,0.29278,1,8.75000,42.80690,13.02552,0
7.90173,-2.85171,2.25000,0.29491,1,9.00000,42.80766,13.02840,0
7.66661,-2.76650,2.25000,0.29910,1,9.25000,42.80843,13.03127,0
7.43148,-2.68129,2.25000,0.30533,1,9.50000,42.80920,13.03414,0
7.19636,-2.59610,2.25000,0.31356,1,9.75000,42.80996,13.03702,0
6.96123,-2.51091,2.25000,0.32373,1,10.00000,42.81073,13.03989,0
6.72611,-2.42573,2.25000,0.33578,1,10.25000,42.81150,13.04276,0
6.49098,-2.34055,2.25000,0.34966,1,10.50000,42.81226,13.04564,0
6.25586,-2.25539,2.25000,0.36526,1,10.75000,42.81303,13.04851,0
6.02073,-2.17023,2.25000,0.38248,1,11.00000,42.81380,13.05139,0
5.78560,-2.08508,2.25000,0.40122,1,11.25000,42.81456,13.05426,0
5.55048,-1.99994,2.25000,0.42142,1,11.50000,42.81533,13.05713,0
5.31535,-1.91481,2.25000,0.44304,1,11.75000,42.81610,13.06001,0
5.08023,-1.82968,2.25000,0.46601,1,12.00000,42.81686,13.06288,0
4.84510,-1.74457,2.25000,0.49029,1,12.25000,42.81763,13.06576,0
4.60998,-1.65946,2.25000,0.51583,1,12.50000,42.81839,13.06863,0
4.37485,-1.57436,2.25000,0.54260,1,12.75000,42.81916,13.07150,0
4.13973,-1.48926,2.25000,0.57055,1,13.00000,42.81993,13.07438,0
3.90460,-1.40418,2.25000,0.59967,1,13.25000,42.82069,13.07725,0
3.66948,-1.31910,2.25000,0.62994,1,13.50000,42.82146,13.08013,0
3.43435,-1.23403,2.25000,0.66137,1,13.75000,42.82222,13.08300,0
3.19923,-1.14897,2.25000,0.69397,1,14.00000,42.82299,13.08588,0
2.96410,-1.06392,2.25000,0.72777,1,14.25000,42.82376,13.08875,0
2.72897,-0.97888,2.25000,0.76275,1,14.50000,42.82452,13.09163,0
2.49385,-0.89384,2.25000,0.79869,1,14.75000,42.82529,13.09450,0
2.25872,-0.80881,2.25000,0.83535,1,15.00000,42.82605,13.09738,1
2.02360,-0.72379,2.25000,0.87250,1,15.25000,42.82682,13.10025,1
1.78847,-0.63878,2.25000,0.90991,1,15.50000,42.82758,13.10313,1
1.55335,-0.55377,2.25000,0.94736,1,15.75000,42.82835,13.10600,1
1.31822,-0.46878,2.25000,0.98467,1,16.00000,42.82911,13.10888,1
1.08310,-0.38379,2.25000,1.02162,1,16.25000,42.82988,13.11175,1
0.84797,-0.29881,2.25000,1.05804,1,16.50000,42.83064,13.11463,1
0.61285,-0.21384,2.25000,1.09376,1,16.75000,42.83141,13.11750,1
0.37772,-0.12887,2.25000,1.12861,1,17.00000,42.83217,13.12038,1
0.14260,-0.04391,2.25000,1.16246,1,17.25000,42.83294,13.12326,1
-0.09253,0.04103,2.25000,1.19516,1,17.50000,42.83370,13.12613,1
-0.32765,0.12597,2.25000,1.22663,1,17.75000,42.83447,13.12901,1
-0.56278,0.21091,2.25000,1.25682,1,18.00000,42.83523,13.13188,1
-0.79790,0.29583,2.25000,1.28569,1,18.25000,42.83600,13.13476,1
-1.03303,0.38075,2.25000,1.31316,1,18.50000,42.83676,13.13764,1
-1.26816,0.46566,2.25000,1.33913,1,18.75000,42.83752,13.14051,1
-1.50328,0.55056,2.25000,1.36350,1,19.00000,42.83829,13.14339,1
-1.73841,0.63545,2.25000,1.38614,1,19.25000,42.83905,13.14626,1
-1.97353,0.72033,2.25000,1.40690,1,19.50000,42.83982,13.14914,1
-2.20866,0.80521,2.25000,1.42562,1,19.75000,42.84058,13.15202,1
-2.44378,0.89008,2.25000,1.44212,1,20.00000,42.84135,13.15489,1
-2.67891,0.97494,2.25000,1.45617,1,20.25000,42.84211,13.15777,1
-2.91403,1.05979,2.25000,1.46757,1,20.50000,42.84287,13.16065,1
-3.14916,1.14463,2.25000,1.47609,1,20.75000,42.84364,13.16352,1
-3.38428,1.22947,2.25000,1.48173,1,21.00000,42.84440,13.16640,1
-3.61941,1.31430,2.25000,1.48469,1,21.25000,42.84516,13.16928,1
-3.85453,1.39912,2.25000,1.48517,1,21.50000,42.84593,13.17215,1
-4.08966,1.48393,2.25000,1.48339,1,21.75000,42.84669,13.17503,1
-4.32478,1.56873,2.25000,1.47955,1,22.00000,42.84745,13.17791,1
-4.55991,1.65353,2.25000,1.47389,1,22.25000,42.84822,13.18078,1
-4.79504,1.73832,2.25000,1.46663,1,22.50000,42.84898,13.18366,1
-5.03016,1.82310,2.25000,1.45800,1,22.75000,42.84974,13.18654,1
-5.26529,1.90787,2.25000,1.44824,1,23.00000,42.85051,13.18942,1
-5.50041,1.99263,2.25000,1.43758,1,23.25000,42.85127,13.19229,1
-5.73554,2.07739,2.25000,1.42627,1,23.50000,42.85203,13.19517,1
-5.97066,2.16214,2.25000,1.41454,1,23.75000,42.85280,13.19805,1
-6.20579,2.24688,2.25000,1.40263,1,24.00000,42.85356,13.20093,1
-6.44091,2.33161,2.25000,1.39064,1,24.25000,42.85432,13.20380,1
-6.67604,2.41633,2.25000,1.37866,1,24.50000,42.85508,13.20668,1
-6.91116,2.50105,2.25000,1.36679,1,24.75000,42.85585,13.20956,1
-7.14629,2.58575,2.25000,1.35511,1,25.00000,42.85661,13.21244,1
-7.38141,2.67045,2.25000,1.34375,1,25.25000,42.85737,13.21532,1
-7.61654,2.75514,2.25000,1.33279,1,25.50000,42.85813,13.21819,1
-7.85167,2.83983,2.25000,1.32237,1,25.75000,42.85890,13.22107,1
-8.08679,2.92450,2.25000,1.31260,1,26.00000,42.85966,13.22395,1
-8.32192,3.00917,2.25000,1.30362,1,26.25000,42.86042,13.22683,1
-8.55704,3.09383,2.25000,1.29554,1,26.50000,42.86118,13.22971,1
-8.79217,3.17848,2.25000,1.28852,1,26.75000,42.86194,13.23258,1
-9.02729,3.26312,2.25000,1.28269,1,27.00000,42.86271,13.23546,1
-9.26242,3.34776,2.25000,1.27814,1,27.25000,42.86347,13.23834,1
-9.49754,3.43239,2.25000,1.27475,1,27.50000,42.86423,13.24122,1
-9.73267,3.51701,2.25000,1.27236,1,27.75000,42.86499,13.24410,1
-9.96779,3.60162,2.25000,1.27080,1,28.00000,42.86575,13.24698,1
-10.20292,3.68622,2.25000,1.26991,1,28.25000,42.86652,13.24986,1
-10.43805,3.77082,2.25000,1.26950,1,28.50000,42.86728,13.25274,1
-10.67317,3.85540,2.25000,1.26939,1,28.75000,42.86804,13.25561,1
-10.90830,3.93998,2.25000,1.26941,1,29.00000,42.86880,13.25849,1
-11.14342,4.02455,2.25000,1.26936,1,29.25000,42.86956,13.26137,1
-11.37855,4.10911,2.25000,1.26905,1,29.50000,42.87032,13.26425,1
-11.61367,4.19367,2.25000,1.26831,1,29.75000,42.87108,13.26713,1
-11.84880,4.27822,2.25000,1.26694,1,30.00000,42.87184,13.27001,1
16.36625,-5.92471,2.50000,0.66823,1,0.00000,42.78000,12.92500,0
16.13113,-5.83921,2.50000,0.68361,1,0.25000,42.78077,12.92787,0
15.89600,-5.75371,2.50000,0.69662,1,0.50000,42.78154,12.93074,0
15.66087,-5.66823,2.50000,0.70719,1,0.75000,42.78231,12.93361,0
15.42575,-5.58275,2.50000,0.71527,1,1.00000,42.78308,12.93648,0
15.19062,-5.49728,2.50000,0.72086,1,1.25000,42.78385,12.93936,0
14.95550,-5.41182,2.50000,0.72395,1,1.50000,42.78462,12.94223,0
14.72037,-5.32637,2.50000,0.72458,1,1.75000,42.78539,12.94510,0
14.48525,-5.24092,2.50000,0.72276,1,2.00000,42.78616,12.94797,0
14.25012,-5.15549,2.50000,0.71853,1,2.25000,42.78692,12.95084,0
14.01500,-5.07006,2.50000,0.71198,1,2.50000,42.78769,12.95371,0
13.77987,-4.98464,2.50000,0.70316,1,2.75000,42.78846,12.95658,0
13.54474,-4.89922,2.50000,0.69221,1,3.00000,42.78923,12.95946,0
13.30962,-4.81382,2.50000,0.67925,1,3.25000,42.79000,12.96233,0
13.07449,-4.72842,2.50000,0.66444,1,3.50000,42.79077,12.96520,0
12.83937,-4.64303,2.50000,0.64795,1,3.75000,42.79154,12.96807,0
12.60424,-4.55765,2.50000,0.63000,1,4.00000,42.79231,12.97094,0
12.36912,-4.47228,2.50000,0.61079,1,4.25000,42.79307,12.97381,0
12.13399,-4.38691,2.50000,0.59060,1,4.50000,42.79384,12.97669,0
11.89887,-4.30156,2.50000,0.56967,1,4.75000,42.79461,12.97956,0
11.66374,-4.21621,2.50000,0.54832,1,5.00000,42.79538,12.98243,0
11.42861,-4.13087,2.50000,0.52685,1,5.25000,42.79615,12.98530,0
11.19349,-4.04553,2.50000,0.50555,1,5.50000,42.79692,12.98818,0
10.95836,-3.96021,2.50000,0.48468,1,5.75000,42.79768,12.99105,0
10.72324,-3.87489,2.50000,0.46451,1,6.00000,42.79845,12.99392,0
10.48811,-3.78958,2.50000,0.44527,1,6.25000,42.79922,12.99679,0
10.25299,-3.70428,2.50000,0.42719,1,6.50000,42.79999,12.99967,0
10.01786,-3.61899,2.50000,0.41049,1,6.75000,42.80076,13.00254,0
9.78274,-3.53370,2.50000,0.39535,1,7.00000,42.80152,13.00541,0
9.54761,-3.44843,2.50000,0.38196,1,7.25000,42.80229,13.00828,0
9.31249,-3.36316,2.50000,0.37048,1,7.50000,42.80306,13.01116,0
9.07736,-3.27790,2.50000,0.36108,1,7.75000,42.80383,13.01403,0
8.84223,-3.19264,2.50000,0.35389,1,8.00000,42.80459,13.01690,0
8.60711,-3.10740,2.50000,0.34895,1,8.25000,42.80536,13.01978,0
8.37198,-3.02216,2.50000,0.34628,1,8.50000,42.80613,13.02265,0
8.13686,-2.93693,2.50000,0.34585,1,8.75000,42.80690,13.02552,0
7.90173,-2.85171,2.50000,0.34766,1,9.00000,42.80766,13.02840,0
7.66661,-2.76650,2.50000,0.35169,1,9.25000,42.80843,13.03127,0
7.43148,-2.68129,2.50000,0.35791,1,9.50000,42.80920,13.03414,0
7.19636,-2.59610,2.50000,0.36627,1,9.75000,42.80996,13.03702,0
6.96123,-2.51091,2.50000,0.37672,1,10.00000,42.81073,13.03989,0
6.72611,-2.42573,2.50000,0.38920,1,10.25000,42.81150,13.04276,0
6.49098,-2.34055,2.50000,0.40363,1,10.50000,42.81226,13.04564,0
6.25586,-2.25539,2.50000,0.41991,1,10.75000,42.81303,13.04851,0
6.02073,-2.17023,2.50000,0.43793,1,11.00000,42.81380,13.05139,0
5.78560,-2.08508,2.50000,0.45756,1,11.25000,42.81456,13.05426,0
5.55048,-1.99994,2.50000,0.47875,1,11.50000,42.81533,13.05713,0
5.31535,-1.91481,2.50000,0.50143,1,11.75000,42.81610,13.06001,0
5.08023,-1.82968,2.50000,0.52553,1,12.00000,42.81686,13.06288,0
4.84510,-1.74457,2.50000,0.55100,1,12.25000,42.81763,13.06576,0
4.60998,-1.65946,2.50000,0.57779,1,12.50000,42.81839,13.06863,0
4.37485,-1.57436,2.50000,0.60583,1,12.75000,42.81916,13.07150,0
4.13973,-1.48926,2.50000,0.63508,1,13.00000,42.81993,13.07438,0
3.90460,-1.40418,2.50000,0.66551,1,13.25000,42.82069,13.07725,0
3.66948,-1.31910,2.50000,0.69710,1,13.50000,42.82146,13.08013,0
3.43435,-1.23403,2.50000,0.72983,1,13.75000,42.82222,13.08300,0
3.19923,-1.14897,2.50000,0.76371,1,14.00000,42.82299,13.08588,0
2.96410,-1.06392,2.50000,0.79875,1,14.25000,42.82376,13.08875,0
2.72897,-0.97888,2.50000,0.83492,1,14.50000,42.82452,13.09163,1
2.49385,-0.89384,2.50000,0.87199,1,14.75000,42.82529,13.09450,1
2.25872,-0.80881,2.50000,0.90973,1,15.00000,42.82605,13.09738,1
2.02360,-0.72379,2.50000,0.94790,1,15.25000,42.82682,13.10025,1
1.78847,-0.63878,2.50000,0.98629,1,15.50000,42.82758,13.10313,1
1.55335,-0.55377,2.50000,1.02467,1,15.75000,42.82835,13.10600,1
1.31822,-0.46878,2.50000,1.06284,1,16.00000,42.82911,13.10888,1
1.08310,-0.38379,2.50000,1.10061,1,16.25000,42.82988,13.11175,1
0.84797,-0.29881,2.50000,1.13780,1,16.50000,42.83064,13.11463,1
0.61285,-0.21384,2.50000,1.17423,1,16.75000,42.83141,13.11750,1
0.37772,-0.12887,2.50000,1.20975,1,17.00000,42.83217,13.12038,1
0.14260,-0.04391,2.50000,1.24421,1,17.25000,42.83294,13.12326,1
-0.09253,0.04103,2.50000,1.27747,1,17.50000,42.83370,13.12613,1
-0.32765,0.12597,2.50000,1.30945,1,17.75000,42.83447,13.12901,1
-0.56278,0.21091,2.50000,1.34008,1,18.00000,42.83523,13.13188,1
-0.79790,0.29583,2.50000,1.36929,1,18.25000,42.83600,13.13476,1
-1.03303,0.38075,2.50000,1.39700,1,18.50000,42.83676,13.13764,1
-1.26816,0.46566,2.50000,1.42311,1,18.75000,42.83752,13.14051,1
-1.50328,0.55056,2.50000,1.44751,1,19.00000,42.83829,13.14339,1
-1.73841,0.63545,2.50000,1.47006,1,19.25000,42.83905,13.14626,1
-1.97353,0.72033,2.50000,1.49061,1,19.50000,42.83982,13.14914,1
-2.20866,0.80521,2.50000,1.50901,1,19.75000,42.84058,13.15202,1
-2.44378,0.89008,2.50000,1.52507,1,20.00000,42.84135,13.15489,1
-2.67891,0.97494,2.50000,1.53858,1,20.25000,42.84211,13.15777,1
-2.91403,1.05979,2.50000,1.54934,1,20.50000,42.84287,13.16065,1
-3.14916,1.14463,2.50000,1.55714,1,20.75000,42.84364,13.16352,1
-3.38428,1.22947,2.50000,1.56200,1,21.00000,42.84440,13.16640,1
-3.61941,1.31430,2.50000,1.56417,1,21.25000,42.84516,13.16928,1
-3.85453,1.39912,2.50000,1.56389,1,21.50000,42.84593,13.17215,1
-4.08966,1.48393,2.50000,1.56141,1,21.75000,42.84669,13.17503,1
-4.32478,1.56873,2.50000,1.55698,1,22.00000,42.84745,13.17791,1
-4.55991,1.65353,2.50000,1.55086,1,22.25000,42.84822,13.18078,1
-4.79504,1.73832,2.50000,1.54332,1,22.50000,42.84898,13.18366,1
-5.03016,1.82310,2.50000,1.53463,1,22.75000,42.84974,13.18654,1
-5.26529,1.90787,2.50000,1.52505,1,23.00000,42.85051,13.18942,1
-5.50041,1.99263,2.50000,1.51487,1,23.25000,42.85127,13.19229,1
-5.73554,2.07739,2.50000,1.50435,1,23.50000,42.85203,13.19517,1
-5.97066,2.16214,2.50000,1.49378,1,23.75000,42.85280,13.19805,1
-6.20579,2.24688,2.50000,1.48339,1,24.00000,42.85356,13.20093,1
-6.44091,2.33161,2.50000,1.47326,1,24.25000,42.85432,13.20380,1
-6.67604,2.41633,2.50000,1.46341,1,24.50000,42.85508,13.20668,1
-6.91116,2.50105,2.50000,1.45387,1,24.75000,42.85585,13.20956,1
-7.14629,2.58575,2.50000,1.44467,1,25.00000,42.85661,13.21244,1
-7.38141,2.67045,2.50000,1.43584,1,25.25000,42.85737,13.21532,1
-7.61654,2.75514,2.50000,1.42742,1,25.50000,42.85813,13.21819,1
-7.85167,2.83983,2.50000,1.41944,1,25.75000,42.85890,13.22107,1
-8.08679,2.92450,2.50000,1.41195,1,26.00000,42.85966,13.22395,1
-8.32192,3.00917,2.50000,1.40499,1,26.25000,42.86042,13.22683,1
-8.55704,3.09383,2.50000,1.39863,1,26.50000,42.86118,13.22971,1
-8.79217,3.17848,2.50000,1.39291,1,26.75000,42.86194,13.23258,1
-9.02729,3.26312,2.50000,1.38790,1,27.00000,42.86271,13.23546,1
-9.26242,3.34776,2.50000,1.38361,1,27.25000,42.86347,13.23834,1
-9.49754,3.43239,2.50000,1.37993,1,27.50000,42.86423,13.24122,1
-9.73267,3.51701,2.50000,1.37672,1,27.75000,42.86499,13.24410,1
-9.96779,3.60162,2.50000,1.37381,1,28.00000,42.86575,13.24698,1
-10.20292,3.68622,2.50000,1.37106,1,28.25000,42.86652,13.24986,1
-10.43805,3.77082,2.50000,1.36831,1,28.50000,42.86728,13.25274,1
-10.67317,3.85540,2.50000,1.36539,1,28.75000,42.86804,13.25561,1
-10.90830,3.93998,2.50000,1.36214,1,29.00000,42.86880,13.25849,1
-11.14342,4.02455,2.50000,1.35838,1,29.25000,42.86956,13.26137,1
-11.37855,4.10911,2.50000,1.35396,1,29.50000,42.87032,13.26425,1
-11.61367,4.19367,2.50000,1.34871,1,29.75000,42.87108,13.26713,1
-11.84880,4.27822,2.50000,1.34246,1,30.00000,42.87184,13.27001,1
16.36625,-5.92471,2.75000,0.66389,1,0.00000,42.78000,12.92500,0
16.13113,-5.83921,2.75000,0.68351,1,0.25000,42.78077,12.92787,0
15.89600,-5.75371,2.75000,0.70097,1,0.50000,42.78154,12.93074,0
15.66087,-5.66823,2.75000,0.71614,1,0.75000,42.78231,12.93361,0
15.42575,-5.58275,2.75000,0.72893,1,1.00000,42.78308,12.93648,0
15.19062,-5.49728,2.75000,0.73925,1,1.25000,42.78385,12.93936,0
14.95550,-5.41182,2.75000,0.74703,1,1.50000,42.78462,12.94223,0
14.72037,-5.32637,2.75000,0.75223,1,1.75000,42.78539,12.94510,0
14.48525,-5.24092,2.75000,0.75484,1,2.00000,42.78616,12.94797,0
14.25012,-5.15549,2.75000,0.75487,1,2.25000,42.78692,12.95084,0
14.01500,-5.07006,2.75000,0.75233,1,2.50000,42.78769,12.95371,0
13.77987,-4.98464,2.75000,0.74731,1,2.75000,42.78846,12.95658,0
