x,y,z,hit,v_type,distance_km,latitude,longitude,hit_step
-6.20579,2.24688,5.75000,2.18514,0,24.00000,42.85356,13.20093,1
-6.44091,2.33161,5.75000,2.15802,0,24.25000,42.85432,13.20380,1
-6.67604,2.41633,5.75000,2.13045,0,24.50000,42.85508,13.20668,1
-6.91116,2.50105,5.75000,2.10232,0,24.75000,42.85585,13.20956,1
-7.14629,2.58575,5.75000,2.07349,0,25.00000,42.85661,13.21244,1
-7.38141,2.67045,5.75000,2.04385,0,25.25000,42.85737,13.21532,1
-7.61654,2.75514,5.75000,2.01327,0,25.50000,42.85813,13.21819,1
-7.85167,2.83983,5.75000,1.98163,0,25.75000,42.85890,13.22107,1
-8.08679,2.92450,5.75000,1.94882,0,26.00000,42.85966,13.22395,1
-8.32192,3.00917,5.75000,1.91470,0,26.25000,42.86042,13.22683,1
-8.55704,3.09383,5.75000,1.87918,0,26.50000,42.86118,13.22971,1
-8.79217,3.17848,5.75000,1.84213,0,26.75000,42.86194,13.23258,1
-9.02729,3.26312,5.75000,1.80343,0,27.00000,42.86271,13.23546,1
-9.26242,3.34776,5.75000,1.76304,0,27.25000,42.86347,13.23834,1
-9.49754,3.43239,5.75000,1.72108,0,27.50000,42.86423,13.24122,1
-9.73267,3.51701,5.75000,1.67768,0,27.75000,42.86499,13.24410,1
-9.96779,3.60162,5.75000,1.63303,0,28.00000,42.86575,13.24698,1
-10.20292,3.68622,5.75000,1.58729,0,28.25000,42.86652,13.24986,1
-10.43805,3.77082,5.75000,1.54062,0,28.50000,42.86728,13.25274,1
-10.67317,3.85540,5.75000,1.49322,0,28.75000,42.86804,13.25561,1
-10.90830,3.93998,5.75000,1.44526,0,29.00000,42.86880,13.25849,1
-11.14342,4.02455,5.75000,1.39693,0,29.25000,42.86956,13.26137,1
-11.37855,4.10911,5.75000,1.34844,0,29.50000,42.87032,13.26425,1
-11.61367,4.19367,5.75000,1.29997,0,29.75000,42.87108,13.26713,1
-11.84880,4.27822,5.75000,1.25173,0,30.00000,42.87184,13.27001,1
16.36625,-5.92471,6.00000,0.21307,0,0.00000,42.78000,12.92500,0
16.13113,-5.83921,6.00000,0.23243,0,0.25000,42.78077,12.92787,0
15.89600,-5.75371,6.00000,0.25310,0,0.50000,42.78154,12.93074,0
15.66087,-5.66823,6.00000,0.27511,0,0.75000,42.78231,12.93361,0
15.42575,-5.58275,6.00000,0.29845,0,1.00000,42.78308,12.93648,0
15.19062,-5.49728,6.00000,0.32314,0,1.25000,42.78385,12.93936,0
14.95550,-5.41182,6.00000,0.34917,0,1.50000,42.78462,12.94223,0
14.72037,-5.32637,6.00000,0.37647,0,1.75000,42.78539,12.94510,0
14.48525,-5.24092,6.00000,0.40493,0,2.00000,42.78616,12.94797,0
14.25012,-5.15549,6.00000,0.43437,0,2.25000,42.78692,12.95084,0
14.01500,-5.07006,6.00000,0.46465,0,2.50000,42.78769,12.95371,0
13.77987,-4.98464,6.00000,0.49562,0,2.75000,42.78846,12.95658,0
13.54474,-4.89922,6.00000,0.52713,0,3.00000,42.78923,12.95946,0
13.30962,-4.81382,6.00000,0.55904,0,3.25000,42.79000,12.96233,0
13.07449,-4.72842,6.00000,0.59121,0,3.50000,42.79077,12.96520,0
12.83937,-4.64303,6.00000,0.62350,0,3.75000,42.79154,12.96807,0
12.60424,-4.55765,6.00000,0.65579,0,4.00000,42.79231,12.97094,0
12.36912,-4.47228,6.00000,0.68795,0,4.25000,42.79307,12.97381,0
12.13399,-4.38691,6.00000,0.71988,0,4.50000,42.79384,12.97669,0
11.89887,-4.30156,6.00000,0.75147,0,4.75000,42.79461,12.97956,0
11.66374,-4.21621,6.00000,0.78268,0,5.00000,42.79538,12.98243,0
11.42861,-4.13087,6.00000,0.81357,0,5.25000,42.79615,12.98530,0
11.19349,-4.04553,6.00000,0.84421,0,5.50000,42.79692,12.98818,1
10.95836,-3.96021,6.00000,0.87466,0,5.75000,42.79768,12.99105,1
10.72324,-3.87489,6.00000,0.90500,0,6.00000,42.79845,12.99392,1
10.48811,-3.78958,6.00000,0.93531,0,6.25000,42.79922,12.99679,1
10.25299,-3.70428,6.00000,0.96568,0,6.50000,42.79999,12.99967,1
10.01786,-3.61899,6.00000,0.99620,0,6.75000,42.80076,13.00254,1
9.78274,-3.53370,6.00000,1.02697,0,7.00000,42.80152,13.00541,1
9.54761,-3.44843,6.00000,1.05810,0,7.25000,42.80229,13.00828,1
9.31249,-3.36316,6.00000,1.08971,0,7.50000,42.80306,13.01116,1
9.07736,-3.27790,6.00000,1.12191,0,7.75000,42.80383,13.01403,1
8.84223,-3.19264,6.00000,1.15482,0,8.00000,42.80459,13.01690,1
8.60711,-3.10740,6.00000,1.18855,0,8.25000,42.80536,13.01978,1
8.37198,-3.02216,6.00000,1.22313,0,8.50000,42.80613,13.02265,1
8.13686,-2.93693,6.00000,1.25862,0,8.75000,42.80690,13.02552,1
7.90173,-2.85171,6.00000,1.29505,0,9.00000,42.80766,13.02840,1
7.66661,-2.76650,6.00000,1.33245,0,9.25000,42.80843,13.03127,1
7.43148,-2.68129,6.00000,1.37084,0,9.50000,42.80920,13.03414,1
7.19636,-2.59610,6.00000,1.41022,0,9.75000,42.80996,13.03702,1
6.96123,-2.51091,6.00000,1.45057,0,10.00000,42.81073,13.03989,1
6.72611,-2.42573,6.00000,1.49188,0,10.25000,42.81150,13.04276,1
6.49098,-2.34055,6.00000,1.53411,0,10.50000,42.81226,13.04564,1
6.25586,-2.25539,6.00000,1.57718,0,10.75000,42.81303,13.04851,1
6.02073,-2.17023,6.00000,1.62104,0,11.00000,42.81380,13.05139,1
5.78560,-2.08508,6.00000,1.66559,0,11.25000,42.81456,13.05426,1
5.55048,-1.99994,6.00000,1.71077,0,11.50000,42.81533,13.05713,1
5.31535,-1.91481,6.00000,1.75653,0,11.75000,42.81610,13.06001,1
5.08023,-1.82968,6.00000,1.80277,0,12.00000,42.81686,13.06288,1
4.84510,-1.74457,6.00000,1.84943,0,12.25000,42.81763,13.06576,1
4.60998,-1.65946,6.00000,1.89639,0,12.50000,42.81839,13.06863,1
4.37485,-1.57436,6.00000,1.94357,0,12.75000,42.81916,13.07150,1
4.13973,-1.48926,6.00000,1.99083,0,13.00000,42.81993,13.07438,1
3.90460,-1.40418,6.00000,2.03806,0,13.25000,42.82069,13.07725,1
3.66948,-1.31910,6.00000,2.08512,0,13.50000,42.82146,13.08013,1
3.43435,-1.23403,6.00000,2.13186,0,13.75000,42.82222,13.08300,1
3.19923,-1.14897,6.00000,2.17813,0,14.00000,42.82299,13.08588,1
2.96410,-1.06392,6.00000,2.22376,0,14.25000,42.82376,13.08875,1
2.72897,-0.97888,6.00000,2.26855,0,14.50000,42.82452,13.09163,1
2.49385,-0.89384,6.00000,2.31217,0,14.75000,42.82529,13.09450,1
2.25872,-0.80881,6.00000,2.35432,0,15.00000,42.82605,13.09738,1
2.02360,-0.72379,6.00000,2.39468,0,15.25000,42.82682,13.10025,1
1.78847,-0.63878,6.00000,2.43297,0,15.50000,42.82758,13.10313,1
1.55335,-0.55377,6.00000,2.46894,0,15.75000,42.82835,13.10600,1
1.31822,-0.46878,6.00000,2.50235,0,16.00000,42.82911,13.10888,1
1.08310,-0.38379,6.00000,2.53297,0,16.25000,42.82988,13.11175,1
0.84797,-0.29881,6.00000,2.56060,0,16.50000,42.83064,13.11463,1
0.61285,-0.21384,6.00000,2.58509,0,16.75000,42.83141,13.11750,1
0.37772,-0.12887,6.00000,2.60629,0,17.00000,42.83217,13.12038,1
0.14260,-0.04391,6.00000,2.62406,0,17.25000,42.83294,13.12326,1
-0.09253,0.04103,6.00000,2.63833,0,17.50000,42.83370,13.12613,1
-0.32765,0.12597,6.00000,2.64907,0,17.75000,42.83447,13.12901,1
-0.56278,0.21091,6.00000,2.65637,0,18.00000,42.83523,13.13188,1
-0.79790,0.29583,6.00000,2.66030,0,18.25000,42.83600,13.13476,1
-1.03303,0.38075,6.00000,2.66098,0,18.50000,42.83676,13.13764,1
-1.26816,0.46566,6.00000,2.65852,0,18.75000,42.83752,13.14051,1
-1.50328,0.55056,6.00000,2.65303,0,19.00000,42.83829,13.14339,1
-1.73841,0.63545,6.00000,2.64465,0,19.25000,42.83905,13.14626,1
-1.97353,0.72033,6.00000,2.63353,0,19.50000,42.83982,13.14914,1
-2.20866,0.80521,6.00000,2.61980,0,19.75000,42.84058,13.15202,1
-2.44378,0.89008,6.00000,2.60363,0,20.00000,42.84135,13.15489,1
-2.67891,0.97494,6.00000,2.58518,0,20.25000,42.84211,13.15777,1
-2.91403,1.05979,6.00000,2.56462,0,20.50000,42.84287,13.16065,1
-3.14916,1.14463,6.00000,2.54212,0,20.75000,42.84364,13.16352,1
-3.38428,1.22947,6.00000,2.51793,0,21.00000,42.84440,13.16640,1
-3.61941,1.31430,6.00000,2.49227,0,21.25000,42.84516,13.16928,1
-3.85453,1.39912,6.00000,2.46538,0,21.50000,42.84593,13.17215,1
-4.08966,1.48393,6.00000,2.43745,0,21.75000,42.84669,13.17503,1
-4.32478,1.56873,6.00000,2.40867,0,22.00000,42.84745,13.17791,1
-4.55991,1.65353,6.00000,2.37919,0,22.25000,42.84822,13.18078,1
-4.79504,1.73832,6.00000,2.34915,0,22.50000,42.84898,13.18366,1
-5.03016,1.82310,6.00000,2.31868,0,22.75000,42.84974,13.18654,1
-5.26529,1.90787,6.00000,2.28786,0,23.00000,42.85051,13.18942,1
-5.50041,1.99263,6.00000,2.25678,0,23.25000,42.85127,13.19229,1
-5.73554,2.07739,6.00000,2.22550,0,23.50000,42.85203,13.19517,1
-5.97066,2.16214,6.00000,2.19406,0,23.75000,42.85280,13.19805,1
-6.20579,2.24688,6.00000,2.16246,0,24.00000,42.85356,13.20093,1
-6.44091,2.33161,6.00000,2.13062,0,24.25000,42.85432,13.20380,1
-6.67604,2.41633,6.00000,2.09844,0,24.50000,42.85508,13.20668,1
-6.91116,2.50105,6.00000,2.06581,0,24.75000,42.85585,13.20956,1
-7.14629,2.58575,6.00000,2.03262,0,25.00000,42.85661,13.21244,1
-7.38141,2.67045,6.00000,1.99878,0,25.25000,42.85737,13.21532,1
-7.61654,2.75514,6.00000,1.96419,0,25.50000,42.85813,13.21819,1
-7.85167,2.83983,6.00000,1.92875,0,25.75000,42.85890,13.22107,1
-8.08679,2.92450,6.00000,1.89236,0,26.00000,42.85966,13.22395,1
-8.32192,3.00917,6.00000,1.85493,0,26.25000,42.86042,13.22683,1
-8.55704,3.09383,6.00000,1.81638,0,26.50000,42.86118,13.22971,1
-8.79217,3.17848,6.00000,1.77661,0,26.75000,42.86194,13.23258,1
-9.02729,3.26312,6.00000,1.73554,0,27.00000,42.86271,13.23546,1
-9.26242,3.34776,6.00000,1.69313,0,27.25000,42.86347,13.23834,1
-9.49754,3.43239,6.00000,1.64949,0,27.50000,42.86423,13.24122,1
-9.73267,3.51701,6.00000,1.60476,0,27.75000,42.86499,13.24410,1
-9.96779,3.60162,6.00000,1.55908,0,28.00000,42.86575,13.24698,1
-10.20292,3.68622,6.00000,1.51261,0,28.25000,42.86652,13.24986,1
-10.43805,3.77082,6.00000,1.46551,0,28.50000,42.86728,13.25274,1
-10.67317,3.85540,6.00000,1.41793,0,28.75000,42.86804,13.25561,1
-10.90830,3.93998,6.00000,1.37004,0,29.00000,42.86880,13.25849,1
-11.14342,4.02455,6.00000,1.32202,0,29.25000,42.86956,13.26137,1
-11.37855,4.10911,6.00000,1.27403,0,29.50000,42.87032,13.26425,1
-11.61367,4.19367,6.00000,1.22627,0,29.75000,42.87108,13.26713,1
-11.84880,4.27822,6.00000,1.17891,0,30.00000,42.87184,13.27001,1
16.36625,-5.92471,6.25000,0.19890,0,0.00000,42.78000,12.92500,0
16.13113,-5.83921,6.25000,0.21632,0,0.25000,42.78077,12.92787,0
15.89600,-5.75371,6.25000,0.23500,0,0.50000,42.78154,12.93074,0
15.66087,-5.66823,6.25000,0.25497,0,0.75000,42.78231,12.93361,0
15.42575,-5.58275,6.25000,0.27625,0,1.00000,42.78308,12.93648,0
15.19062,-5.49728,6.25000,0.29885,0,1.25000,42.78385,12.93936,0
14.95550,-5.41182,6.25000,0.32279,0,1.50000,42.78462,12.94223,0
14.72037,-5.32637,6.25000,0.34804,0,1.75000,42.78539,12.94510,0
14.48525,-5.24092,6.25000,0.37449,0,2.00000,42.78616,12.94797,0
14.25012,-5.15549,6.25000,0.40203,0,2.25000,42.78692,12.95084,0
14.01500,-5.07006,6.25000,0.43053,0,2.50000,42.78769,12.95371,0
13.77987,-4.98464,6.25000,0.45988,0,2.75000,42.78846,12.95658,0
13.54474,-4.89922,6.25000,0.48995,0,3.00000,42.78923,12.95946,0
13.30962,-4.81382,6.25000,0.52064,0,3.25000,42.79000,12.96233,0
13.07449,-4.72842,6.25000,0.55183,0,3.50000,42.79077,12.96520,0
12.83937,-4.64303,6.25000,0.58341,0,3.75000,42.79154,12.96807,0
12.60424,-4.55765,6.25000,0.61529,0,4.00000,42.79231,12.97094,0
12.36912,-4.47228,6.25000,0.64737,0,4.25000,42.79307,12.97381,0
12.13399,-4.38691,6.25000,0.67956,0,4.50000,42.79384,12.97669,0
11.89887,-4.30156,6.25000,0.71177,0,4.75000,42.79461,12.97956,0
11.66374,-4.21621,6.25000,0.74398,0,5.00000,42.79538,12.98243,0
11.42861,-4.13087,6.25000,0.77624,0,5.25000,42.79615,12.98530,0
11.19349,-4.04553,6.25000,0.80860,0,5.50000,42.79692,12.98818,0
10.95836,-3.96021,6.25000,0.84112,0,5.75000,42.79768,12.99105,1
10.72324,-3.87489,6.25000,0.87387,0,6.00000,42.79845,12.99392,1
10.48811,-3.78958,6.25000,0.90691,0,6.25000,42.79922,12.99679,1
10.25299,-3.70428,6.25000,0.94030,0,6.50000,42.79999,12.99967,1
10.01786,-3.61899,6.25000,0.97414,0,6.75000,42.80076,13.00254,1
9.78274,-3.53370,6.25000,1.00849,0,7.00000,42.80152,13.00541,1
9.54761,-3.44843,6.25000,1.04344,0,7.25000,42.80229,13.00828,1
9.31249,-3.36316,6.25000,1.07909,0,7.50000,42.80306,13.01116,1
9.07736,-3.27790,6.25000,1.11553,0,7.75000,42.80383,13.01403,1
8.84223,-3.19264,6.25000,1.15286,0,8.00000,42.80459,13.01690,1
8.60711,-3.10740,6.25000,1.19113,0,8.25000,42.80536,13.01978,1
8.37198,-3.02216,6.25000,1.23037,0,8.50000,42.80613,13.02265,1
8.13686,-2.93693,6.25000,1.27058,0,8.75000,42.80690,13.02552,1
7.90173,-2.85171,6.25000,1.31178,0,9.00000,42.80766,13.02840,1
7.66661,-2.76650,6.25000,1.35396,0,9.25000,42.80843,13.03127,1
7.43148,-2.68129,6.25000,1.39710,0,9.50000,42.80920,13.03414,1
7.19636,-2.59610,6.25000,1.44118,0,9.75000,42.80996,13.03702,1
6.96123,-2.51091,6.25000,1.48616,0,10.00000,42.81073,13.03989,1
6.72611,-2.42573,6.25000,1.53199,0,10.25000,42.81150,13.04276,1
6.49098,-2.34055,6.25000,1.57861,0,10.50000,42.81226,13.04564,1
6.25586,-2.25539,6.25000,1.62591,0,10.75000,42.81303,13.04851,1
6.02073,-2.17023,6.25000,1.67382,0,11.00000,42.81380,13.05139,1
5.78560,-2.08508,6.25000,1.72221,0,11.25000,42.81456,13.05426,1
5.55048,-1.99994,6.25000,1.77101,0,11.50000,42.81533,13.05713,1
5.31535,-1.91481,6.25000,1.82015,0,11.75000,42.81610,13.06001,1
5.08023,-1.82968,6.25000,1.86954,0,12.00000,42.81686,13.06288,1
4.84510,-1.74457,6.25000,1.91908,0,12.25000,42.81763,13.06576,1
4.60998,-1.65946,6.25000,1.96868,0,12.50000,42.81839,13.06863,1
4.37485,-1.57436,6.25000,2.01820,0,12.75000,42.81916,13.07150,1
4.13973,-1.48926,6.25000,2.06754,0,13.00000,42.81993,13.07438,1
3.90460,-1.40418,6.25000,2.11656,0,13.25000,42.82069,13.07725,1
3.66948,-1.31910,6.25000,2.16512,0,13.50000,42.82146,13.08013,1
3.43435,-1.23403,6.25000,2.21306,0,13.75000,42.82222,13.08300,1
3.19923,-1.14897,6.25000,2.26024,0,14.00000,42.82299,13.08588,1
2.96410,-1.06392,6.25000,2.30649,0,14.25000,42.82376,13.08875,1
2.72897,-0.97888,6.25000,2.35159,0,14.50000,42.82452,13.09163,1
2.49385,-0.89384,6.25000,2.39524,0,14.75000,42.82529,13.09450,1
2.25872,-0.80881,6.25000,2.43714,0,15.00000,42.82605,13.09738,1
2.02360,-0.72379,6.25000,2.47700,0,15.25000,42.82682,13.10025,1
1.78847,-0.63878,6.25000,2.51454,0,15.50000,42.82758,13.10313,1
1.55335,-0.55377,6.25000,2.54952,0,15.75000,42.82835,13.10600,1
1.31822,-0.46878,6.25000,2.58171,0,16.00000,42.82911,13.10888,1
1.08310,-0.38379,6.25000,2.61090,0,16.25000,42.82988,13.11175,1
0.84797,-0.29881,6.25000,2.63692,0,16.50000,42.83064,13.11463,1
0.61285,-0.21384,6.25000,2.65959,0,16.75000,42.83141,13.11750,1
0.37772,-0.12887,6.25000,2.67879,0,17.00000,42.83217,13.12038,1
0.14260,-0.04391,6.25000,2.69441,0,17.25000,42.83294,13.12326,1
-0.09253,0.04103,6.25000,2.70637,0,17.50000,42.83370,13.12613,1
-0.32765,0.12597,6.25000,2.71466,0,17.75000,42.83447,13.12901,1
-0.56278,0.21091,6.25000,2.71935,0,18.00000,42.83523,13.13188,1
-0.79790,0.29583,6.25000,2.72055,0,18.25000,42.83600,13.13476,1
-1.03303,0.38075,6.25000,2.71835,0,18.50000,42.83676,13.13764,1
-1.26816,0.46566,6.25000,2.71287,0,18.75000,42.83752,13.14051,1
-1.50328,0.55056,6.25000,2.70423,0,19.00000,42.83829,13.14339,1
-1.73841,0.63545,6.25000,2.69255,0,19.25000,42.83905,13.14626,1
-1.97353,0.72033,6.25000,2.67799,0,19.50000,42.83982,13.14914,1
-2.20866,0.80521,6.25000,2.66068,0,19.75000,42.84058,13.15202,1
-2.44378,0.89008,6.25000,2.64078,0,20.00000,42.84135,13.15489,1
-2.67891,0.97494,6.25000,2.61845,0,20.25000,42.84211,13.15777,1
-2.91403,1.05979,6.25000,2.59385,0,20.50000,42.84287,13.16065,1
-3.14916,1.14463,6.25000,2.56717,0,20.75000,42.84364,13.16352,1
-3.38428,1.22947,6.25000,2.53863,0,21.00000,42.84440,13.16640,1
-3.61941,1.31430,6.25000,2.50851,0,21.25000,42.84516,13.16928,1
-3.85453,1.39912,6.25000,2.47704,0,21.50000,42.84593,13.17215,1
-4.08966,1.48393,6.25000,2.44444,0,21.75000,42.84669,13.17503,1
-4.32478,1.56873,6.25000,2.41091,0,22.00000,42.84745,13.17791,1
-4.55991,1.65353,6.25000,2.37664,0,22.25000,42.84822,13.18078,1
-4.79504,1.73832,6.25000,2.34177,0,22.50000,42.84898,13.18366,1
-5.03016,1.82310,6.25000,2.30646,0,22.75000,42.84974,13.18654,1
-5.26529,1.90787,6.25000,2.27080,0,23.00000,42.85051,13.18942,1
-5.50041,1.99263,6.25000,2.23491,0,23.25000,42.85127,13.19229,1
-5.73554,2.07739,6.25000,2.19886,0,23.50000,42.85203,13.19517,1
-5.97066,2.16214,6.25000,2.16270,0,23.75000,42.85280,13.19805,1
-6.20579,2.24688,6.25000,2.12647,0,24.00000,42.85356,13.20093,1
-6.44091,2.33161,6.25000,2.09010,0,24.25000,42.85432,13.20380,1
-6.67604,2.41633,6.25000,2.05350,0,24.50000,42.85508,13.20668,1
-6.91116,2.50105,6.25000,2.01658,0,24.75000,42.85585,13.20956,1
-7.14629,2.58575,6.25000,1.97927,0,25.00000,42.85661,13.21244,1
-7.38141,2.67045,6.25000,1.94148,0,25.25000,42.85737,13.21532,1
-7.61654,2.75514,6.25000,1.90315,0,25.50000,42.85813,13.21819,1
-7.85167,2.83983,6.25000,1.86418,0,25.75000,42.85890,13.22107,1
-8.08679,2.92450,6.25000,1.82453,0,26.00000,42.85966,13.22395,1
-8.32192,3.00917,6.25000,1.78411,0,26.25000,42.86042,13.22683,1
-8.55704,3.09383,6.25000,1.74286,0,26.50000,42.86118,13.22971,1
-8.79217,3.17848,6.25000,1.70073,0,26.75000,42.86194,13.23258,1
-9.02729,3.26312,6.25000,1.65765,0,27.00000,42.86271,13.23546,1
-9.26242,3.34776,6.25000,1.61361,0,27.25000,42.86347,13.23834,1
-9.49754,3.43239,6.25000,1.56871,0,27.50000,42.86423,13.24122,1
-9.73267,3.51701,6.25000,1.52305,0,27.75000,42.86499,13.24410,1
-9.96779,3.60162,6.25000,1.47678,0,28.00000,42.86575,13.24698,1
-10.20292,3.68622,6.25000,1.43002,0,28.25000,42.86652,13.24986,1
-10.43805,3.77082,6.25000,1.38291,0,28.50000,42.86728,13.25274,1
-10.67317,3.85540,6.25000,1.33559,0,28.75000,42.86804,13.25561,1
-10.90830,3.93998,6.25000,1.28821,0,29.00000,42.86880,13.25849,1
-11.14342,4.02455,6.25000,1.24092,0,29.25000,42.86956,13.26137,1
-11.37855,4.10911,6.25000,1.19387,0,29.50000,42.87032,13.26425,1
-11.61367,4.19367,6.25000,1.14723,0,29.75000,42.87108,13.26713,1
-11.84880,4.27822,6.25000,1.10115,0,30.00000,42.87184,13.27001,1
16.36625,-5.92471,6.50000,0.18778,0,0.00000,42.78000,12.92500,0
16.13113,-5.83921,6.50000,0.20335,0,0.25000,42.78077,12.92787,0
15.89600,-5.75371,6.50000,0.22008,0,0.50000,42.78154,12.93074,0
15.66087,-5.66823,6.50000,0.23802,0,0.75000,42.78231,12.93361,0
15.42575,-5.58275,6.50000,0.25721,0,1.00000,42.78308,12.93648,0
15.19062,-5.49728,6.50000,0.27767,0,1.25000,42.78385,12.93936,0
14.95550,-5.41182,6.50000,0.29943,0,1.50000,42.78462,12.94223,0
14.72037,-5.32637,6.50000,0.32250,0,1.75000,42.78539,12.94510,0
14.48525,-5.24092,6.50000,0.34678,0,2.00000,42.78616,12.94797,0
14.25012,-5.15549,6.50000,0.37220,0,2.25000,42.78692,12.95084,0
14.01500,-5.07006,6.50000,0.39867,0,2.50000,42.78769,12.95371,0
13.77987,-4.98464,6.50000,0.42610,0,2.75000,42.78846,12.95658,0
13.54474,-4.89922,6.50000,0.45440,0,3.00000,42.78923,12.95946,0
13.30962,-4.81382,6.50000,0.48349,0,3.25000,42.79000,12.96233,0
13.07449,-4.72842,6.50000,0.51329,0,3.50000,42.79077,12.96520,0
12.83937,-4.64303,6.50000,0.54372,0,3.75000,42.79154,12.96807,0
12.60424,-4.55765,6.50000,0.57471,0,4.00000,42.79231,12.97094,0
12.36912,-4.47228,6.50000,0.60619,0,4.25000,42.79307,12.97381,0
12.13399,-4.38691,6.50000,0.63808,0,4.50000,42.79384,12.97669,0
11.89887,-4.30156,6.50000,0.67034,0,4.75000,42.79461,12.97956,0
11.66374,-4.21621,6.50000,0.70294,0,5.00000,42.79538,12.98243,0
11.42861,-4.13087,6.50000,0.73595,0,5.25000,42.79615,12.98530,0
11.19349,-4.04553,6.50000,0.76940,0,5.50000,42.79692,12.98818,0
10.95836,-3.96021,6.50000,0.80334,0,5.75000,42.79768,12.99105,0
10.72324,-3.87489,6.50000,0.83783,0,6.00000,42.79845,12.99392,1
10.48811,-3.78958,6.50000,0.87293,0,6.25000,42.79922,12.99679,1
10.25299,-3.70428,6.50000,0.90869,0,6.50000,42.79999,12.99967,1
10.01786,-3.61899,6.50000,0.94517,0,6.75000,42.80076,13.00254,1
9.78274,-3.53370,6.50000,0.98243,0,7.00000,42.80152,13.00541,1
9.54761,-3.44843,6.50000,1.02056,0,7.25000,42.80229,13.00828,1
9.31249,-3.36316,6.50000,1.05960,0,7.50000,42.80306,13.01116,1
9.07736,-3.27790,6.50000,1.09965,0,7.75000,42.80383,13.01403,1
8.84223,-3.19264,6.50000,1.14077,0,8.00000,42.80459,13.01690,1
8.60711,-3.10740,6.50000,1.18299,0,8.25000,42.80536,13.01978,1
8.37198,-3.02216,6.50000,1.22630,0,8.50000,42.80613,13.02265,1
8.13686,-2.93693,6.50000,1.27069,0,8.75000,42.80690,13.02552,1
7.90173,-2.85171,6.50000,1.31612,0,9.00000,42.80766,13.02840,1
7.66661,-2.76650,6.50000,1.36257,0,9.25000,42.80843,13.03127,1
7.43148,-2.68129,6.50000,1.40998,0,9.50000,42.80920,13.03414,1
7.19636,-2.59610,6.50000,1.45832,0,9.75000,42.80996,13.03702,1
6.96123,-2.51091,6.50000,1.50750,0,10.00000,42.81073,13.03989,1
6.72611,-2.42573,6.50000,1.55746,0,10.25000,42.81150,13.04276,1
6.49098,-2.34055,6.50000,1.60810,0,10.50000,42.81226,13.04564,1
6.25586,-2.25539,6.50000,1.65931,0,10.75000,42.81303,13.04851,1
6.02073,-2.17023,6.50000,1.71097,0,11.00000,42.81380,13.05139,1
5.78560,-2.08508,6.50000,1.76295,0,11.25000,42.81456,13.05426,1
5.55048,-1.99994,6.50000,1.81515,0,11.50000,42.81533,13.05713,1
5.31535,-1.91481,6.50000,1.86749,0,11.75000,42.81610,13.06001,1
5.08023,-1.82968,6.50000,1.91985,0,12.00000,42.81686,13.06288,1
4.84510,-1.74457,6.50000,1.97212,0,12.25000,42.81763,13.06576,1
4.60998,-1.65946,6.50000,2.02420,0,12.50000,42.81839,13.06863,1
4.37485,-1.57436,6.50000,2.07596,0,12.75000,42.81916,13.07150,1
4.13973,-1.48926,6.50000,2.12725,0,13.00000,42.81993,13.07438,1
3.90460,-1.40418,6.50000,2.17794,0,13.25000,42.82069,13.07725,1
3.66948,-1.31910,6.50000,2.22789,0,13.50000,42.82146,13.08013,1
3.43435,-1.23403,6.50000,2.27692,0,13.75000,42.82222,13.08300,1
3.19923,-1.14897,6.50000,2.32489,0,14.00000,42.82299,13.08588,1
2.96410,-1.06392,6.50000,2.37162,0,14.25000,42.82376,13.08875,1
2.72897,-0.97888,6.50000,2.41689,0,14.50000,42.82452,13.09163,1
2.49385,-0.89384,6.50000,2.46043,0,14.75000,42.82529,13.09450,1
2.25872,-0.80881,6.50000,2.50194,0,15.00000,42.82605,13.09738,1
2.02360,-0.72379,6.50000,2.54114,0,15.25000,42.82682,13.10025,1
1.78847,-0.63878,6.50000,2.57778,0,15.50000,42.82758,13.10313,1
1.55335,-0.55377,6.50000,2.61164,0,15.75000,42.82835,13.10600,1
1.31822,-0.46878,6.50000,2.64248,0,16.00000,42.82911,13.10888,1
1.08310,-0.38379,6.50000,2.67013,0,16.25000,42.82988,13.11175,1
0.84797,-0.29881,6.50000,2.69441,0,16.50000,42.83064,13.11463,1
0.61285,-0.21384,6.50000,2.71518,0,16.75000,42.83141,13.11750,1
0.37772,-0.12887,6.50000,2.73232,0,17.00000,42.83217,13.12038,1
0.14260,-0.04391,6.50000,2.74573,0,17.25000,42.83294,13.12326,1
-0.09253,0.04103,6.50000,2.75535,0,17.50000,42.83370,13.12613,1
-0.32765,0.12597,6.50000,2.76118,0,17.75000,42.83447,13.12901,1
-0.56278,0.21091,6.50000,2.76330,0,18.00000,42.83523,13.13188,1
-0.79790,0.29583,6.50000,2.76181,0,18.25000,42.83600,13.13476,1
-1.03303,0.38075,6.50000,2.75680,0,18.50000,42.83676,13.13764,1
-1.26816,0.46566,6.50000,2.74839,0,18.75000,42.83752,13.14051,1
-1.50328,0.55056,6.50000,2.73671,0,19.00000,42.83829,13.14339,1
-1.73841,0.63545,6.50000,2.72188,0,19.25000,42.83905,13.14626,1
-1.97353,0.72033,6.50000,2.70404,0,19.50000,42.83982,13.14914,1
-2.20866,0.80521,6.50000,2.68333,0,19.75000,42.84058,13.15202,1
-2.44378,0.89008,6.50000,2.65990,0,20.00000,42.84135,13.15489,1
-2.67891,0.97494,6.50000,2.63391,0,20.25000,42.84211,13.15777,1
