x,y,z,v,v_type,distance_km,latitude,longitude
-7.61654,2.75514,1.00000,2.84137,1,25.50000,42.85813,13.21819
-7.85167,2.83983,1.00000,2.83542,1,25.75000,42.85890,13.22107
-8.08679,2.92450,1.00000,2.82836,1,26.00000,42.85966,13.22395
-8.32192,3.00917,1.00000,2.82012,1,26.25000,42.86042,13.22683
-8.55704,3.09383,1.00000,2.81051,1,26.50000,42.86118,13.22971
-8.79217,3.17848,1.00000,2.79927,1,26.75000,42.86194,13.23258
-9.02729,3.26312,1.00000,2.78603,1,27.00000,42.86271,13.23546
-9.26242,3.34776,1.00000,2.77044,1,27.25000,42.86347,13.23834
-9.49754,3.43239,1.00000,2.75255,1,27.50000,42.86423,13.24122
-9.73267,3.51701,1.00000,2.73255,1,27.75000,42.86499,13.24410
-9.96779,3.60162,1.00000,2.71075,1,28.00000,42.86575,13.24698
-10.20292,3.68622,1.00000,2.68757,1,28.25000,42.86652,13.24986
-10.43805,3.77082,1.00000,2.66355,1,28.50000,42.86728,13.25274
-10.67317,3.85540,1.00000,2.63933,1,28.75000,42.86804,13.25561
-10.90830,3.93998,1.00000,2.61567,1,29.00000,42.86880,13.25849
-11.14342,4.02455,1.00000,2.59341,1,29.25000,42.86956,13.26137
-11.37855,4.10911,1.00000,2.57350,1,29.50000,42.87032,13.26425
-11.61367,4.19367,1.00000,2.55699,1,29.75000,42.87108,13.26713
-11.84880,4.27822,1.00000,2.54499,1,30.00000,42.87184,13.27001
16.36625,-5.92471,1.25000,2.87039,1,0.00000,42.78000,12.92500
16.13113,-5.83921,1.25000,2.87216,1,0.25000,42.78077,12.92787
15.89600,-5.75371,1.25000,2.87329,1,0.50000,42.78154,12.93074
15.66087,-5.66823,1.25000,2.87369,1,0.75000,42.78231,12.93361
15.42575,-5.58275,1.25000,2.87328,1,1.00000,42.78308,12.93648
15.19062,-5.49728,1.25000,2.87199,1,1.25000,42.78385,12.93936
14.95550,-5.41182,1.25000,2.86978,1,1.50000,42.78462,12.94223
14.72037,-5.32637,1.25000,2.86673,1,1.75000,42.78539,12.94510
14.48525,-5.24092,1.25000,2.86313,1,2.00000,42.78616,12.94797
14.25012,-5.15549,1.25000,2.85928,1,2.25000,42.78692,12.95084
14.01500,-5.07006,1.25000,2.85544,1,2.50000,42.78769,12.95371
13.77987,-4.98464,1.25000,2.85185,1,2.75000,42.78846,12.95658
13.54474,-4.89922,1.25000,2.84868,1,3.00000,42.78923,12.95946
13.30962,-4.81382,1.25000,2.84612,1,3.25000,42.79000,12.96233
13.07449,-4.72842,1.25000,2.84429,1,3.50000,42.79077,12.96520
12.83937,-4.64303,1.25000,2.84329,1,3.75000,42.79154,12.96807
12.60424,-4.55765,1.25000,2.84318,1,4.00000,42.79231,12.97094
12.36912,-4.47228,1.25000,2.84399,1,4.25000,42.79307,12.97381
12.13399,-4.38691,1.25000,2.84572,1,4.50000,42.79384,12.97669
11.89887,-4.30156,1.25000,2.84834,1,4.75000,42.79461,12.97956
11.66374,-4.21621,1.25000,2.85163,1,5.00000,42.79538,12.98243
11.42861,-4.13087,1.25000,2.85523,1,5.25000,42.79615,12.98530
11.19349,-4.04553,1.25000,2.85877,1,5.50000,42.79692,12.98818
10.95836,-3.96021,1.25000,2.86193,1,5.75000,42.79768,12.99105
10.72324,-3.87489,1.25000,2.86441,1,6.00000,42.79845,12.99392
10.48811,-3.78958,1.25000,2.86594,1,6.25000,42.79922,12.99679
10.25299,-3.70428,1.25000,2.86630,1,6.50000,42.79999,12.99967
10.01786,-3.61899,1.25000,2.86527,1,6.75000,42.80076,13.00254
9.78274,-3.53370,1.25000,2.86270,1,7.00000,42.80152,13.00541
9.54761,-3.44843,1.25000,2.85845,1,7.25000,42.80229,13.00828
9.31249,-3.36316,1.25000,2.85240,1,7.50000,42.80306,13.01116
9.07736,-3.27790,1.25000,2.84449,1,7.75000,42.80383,13.01403
8.84223,-3.19264,1.25000,2.83468,1,8.00000,42.80459,13.01690
8.60711,-3.10740,1.25000,2.82329,1,8.25000,42.80536,13.01978
8.37198,-3.02216,1.25000,2.81080,1,8.50000,42.80613,13.02265
8.13686,-2.93693,1.25000,2.79773,1,8.75000,42.80690,13.02552
7.90173,-2.85171,1.25000,2.78457,1,9.00000,42.80766,13.02840
7.66661,-2.76650,1.25000,2.77184,1,9.25000,42.80843,13.03127
7.43148,-2.68129,1.25000,2.76002,1,9.50000,42.80920,13.03414
7.19636,-2.59610,1.25000,2.74959,1,9.75000,42.80996,13.03702
6.96123,-2.51091,1.25000,2.74103,1,10.00000,42.81073,13.03989
6.72611,-2.42573,1.25000,2.73479,1,10.25000,42.81150,13.04276
6.49098,-2.34055,1.25000,2.73130,1,10.50000,42.81226,13.04564
6.25586,-2.25539,1.25000,2.73097,1,10.75000,42.81303,13.04851
6.02073,-2.17023,1.25000,2.73417,1,11.00000,42.81380,13.05139
5.78560,-2.08508,1.25000,2.74118,1,11.25000,42.81456,13.05426
5.55048,-1.99994,1.25000,2.75187,1,11.50000,42.81533,13.05713
5.31535,-1.91481,1.25000,2.76591,1,11.75000,42.81610,13.06001
5.08023,-1.82968,1.25000,2.78296,1,12.00000,42.81686,13.06288
4.84510,-1.74457,1.25000,2.80263,1,12.25000,42.81763,13.06576
4.60998,-1.65946,1.25000,2.82449,1,12.50000,42.81839,13.06863
4.37485,-1.57436,1.25000,2.84812,1,12.75000,42.81916,13.07150
4.13973,-1.48926,1.25000,2.87305,1,13.00000,42.81993,13.07438
3.90460,-1.40418,1.25000,2.89882,1,13.25000,42.82069,13.07725
3.66948,-1.31910,1.25000,2.92496,1,13.50000,42.82146,13.08013
3.43435,-1.23403,1.25000,2.95101,1,13.75000,42.82222,13.08300
3.19923,-1.14897,1.25000,2.97650,1,14.00000,42.82299,13.08588
2.96410,-1.06392,1.25000,3.00098,1,14.25000,42.82376,13.08875
2.72897,-0.97888,1.25000,3.02401,1,14.50000,42.82452,13.09163
2.49385,-0.89384,1.25000,3.04515,1,14.75000,42.82529,13.09450
2.25872,-0.80881,1.25000,3.06398,1,15.00000,42.82605,13.09738
2.02360,-0.72379,1.25000,3.08013,1,15.25000,42.82682,13.10025
1.78847,-0.63878,1.25000,3.09328,1,15.50000,42.82758,13.10313
1.55335,-0.55377,1.25000,3.10316,1,15.75000,42.82835,13.10600
1.31822,-0.46878,1.25000,3.10952,1,16.00000,42.82911,13.10888
1.08310,-0.38379,1.25000,3.11216,1,16.25000,42.82988,13.11175
0.84797,-0.29881,1.25000,3.11091,1,16.50000,42.83064,13.11463
0.61285,-0.21384,1.25000,3.10563,1,16.75000,42.83141,13.11750
0.37772,-0.12887,1.25000,3.09621,1,17.00000,42.83217,13.12038
0.14260,-0.04391,1.25000,3.08257,1,17.25000,42.83294,13.12326
-0.09253,0.04103,1.25000,3.06468,1,17.50000,42.83370,13.12613
-0.32765,0.12597,1.25000,3.04286,1,17.75000,42.83447,13.12901
-0.56278,0.21091,1.25000,3.01794,1,18.00000,42.83523,13.13188
-0.79790,0.29583,1.25000,2.99074,1,18.25000,42.83600,13.13476
-1.03303,0.38075,1.25000,2.96210,1,18.50000,42.83676,13.13764
-1.26816,0.46566,1.25000,2.93281,1,18.75000,42.83752,13.14051
-1.50328,0.55056,1.25000,2.90366,1,19.00000,42.83829,13.14339
-1.73841,0.63545,1.25000,2.87541,1,19.25000,42.83905,13.14626
-1.97353,0.72033,1.25000,2.84878,1,19.50000,42.83982,13.14914
-2.20866,0.80521,1.25000,2.82449,1,19.75000,42.84058,13.15202
-2.44378,0.89008,1.25000,2.80322,1,20.00000,42.84135,13.15489
-2.67891,0.97494,1.25000,2.78561,1,20.25000,42.84211,13.15777
-2.91403,1.05979,1.25000,2.77226,1,20.50000,42.84287,13.16065
-3.14916,1.14463,1.25000,2.76371,1,20.75000,42.84364,13.16352
-3.38428,1.22947,1.25000,2.75988,1,21.00000,42.84440,13.16640
-3.61941,1.31430,1.25000,2.76025,1,21.25000,42.84516,13.16928
-3.85453,1.39912,1.25000,2.76425,1,21.50000,42.84593,13.17215
-4.08966,1.48393,1.25000,2.77131,1,21.75000,42.84669,13.17503
-4.32478,1.56873,1.25000,2.78084,1,22.00000,42.84745,13.17791
-4.55991,1.65353,1.25000,2.79222,1,22.25000,42.84822,13.18078
-4.79504,1.73832,1.25000,2.80485,1,22.50000,42.84898,13.18366
-5.03016,1.82310,1.25000,2.81812,1,22.75000,42.84974,13.18654
-5.26529,1.90787,1.25000,2.83146,1,23.00000,42.85051,13.18942
-5.50041,1.99263,1.25000,2.84430,1,23.25000,42.85127,13.19229
-5.73554,2.07739,1.25000,2.85614,1,23.50000,42.85203,13.19517
-5.97066,2.16214,1.25000,2.86653,1,23.75000,42.85280,13.19805
-6.20579,2.24688,1.25000,2.87517,1,24.00000,42.85356,13.20093
-6.44091,2.33161,1.25000,2.88212,1,24.25000,42.85432,13.20380
-6.67604,2.41633,1.25000,2.88758,1,24.50000,42.85508,13.20668
-6.91116,2.50105,1.25000,2.89174,1,24.75000,42.85585,13.20956
-7.14629,2.58575,1.25000,2.89470,1,25.00000,42.85661,13.21244
-7.38141,2.67045,1.25000,2.89652,1,25.25000,42.85737,13.21532
-7.61654,2.75514,1.25000,2.89722,1,25.50000,42.85813,13.21819
-7.85167,2.83983,1.25000,2.89671,1,25.75000,42.85890,13.22107
-8.08679,2.92450,1.25000,2.89483,1,26.00000,42.85966,13.22395
-8.32192,3.00917,1.25000,2.89135,1,26.25000,42.86042,13.22683
-8.55704,3.09383,1.25000,2.88592,1,26.50000,42.86118,13.22971
-8.79217,3.17848,1.25000,2.87812,1,26.75000,42.86194,13.23258
-9.02729,3.26312,1.25000,2.86744,1,27.00000,42.86271,13.23546
-9.26242,3.34776,1.25000,2.85343,1,27.25000,42.86347,13.23834
-9.49754,3.43239,1.25000,2.83619,1,27.50000,42.86423,13.24122
-9.73267,3.51701,1.25000,2.81599,1,27.75000,42.86499,13.24410
-9.96779,3.60162,1.25000,2.79324,1,28.00000,42.86575,13.24698
-10.20292,3.68622,1.25000,2.76843,1,28.25000,42.86652,13.24986
-10.43805,3.77082,1.25000,2.74222,1,28.50000,42.86728,13.25274
-10.67317,3.85540,1.25000,2.71534,1,28.75000,42.86804,13.25561
-10.90830,3.93998,1.25000,2.68866,1,29.00000,42.86880,13.25849
-11.14342,4.02455,1.25000,2.66315,1,29.25000,42.86956,13.26137
-11.37855,4.10911,1.25000,2.63989,1,29.50000,42.87032,13.26425
-11.61367,4.19367,1.25000,2.62005,1,29.75000,42.87108,13.26713
-11.84880,4.27822,1.25000,2.60488,1,30.00000,42.87184,13.27001
16.36625,-5.92471,1.50000,2.93105,1,0.00000,42.78000,12.92500
16.13113,-5.83921,1.50000,2.93312,1,0.25000,42.78077,12.92787
15.89600,-5.75371,1.50000,2.93454,1,0.50000,42.78154,12.93074
15.66087,-5.66823,1.50000,2.93519,1,0.75000,42.78231,12.93361
15.42575,-5.58275,1.50000,2.93502,1,1.00000,42.78308,12.93648
15.19062,-5.49728,1.50000,2.93396,1,1.25000,42.78385,12.93936
14.95550,-5.41182,1.50000,2.93201,1,1.50000,42.78462,12.94223
14.72037,-5.32637,1.50000,2.92924,1,1.75000,42.78539,12.94510
14.48525,-5.24092,1.50000,2.92593,1,2.00000,42.78616,12.94797
14.25012,-5.15549,1.50000,2.92235,1,2.25000,42.78692,12.95084
14.01500,-5.07006,1.50000,2.91872,1,2.50000,42.78769,12.95371
13.77987,-4.98464,1.50000,2.91526,1,2.75000,42.78846,12.95658
13.54474,-4.89922,1.50000,2.91213,1,3.00000,42.78923,12.95946
13.30962,-4.81382,1.50000,2.90946,1,3.25000,42.79000,12.96233
13.07449,-4.72842,1.50000,2.90736,1,3.50000,42.79077,12.96520
12.83937,-4.64303,1.50000,2.90590,1,3.75000,42.79154,12.96807
12.60424,-4.55765,1.50000,2.90511,1,4.00000,42.79231,12.97094
12.36912,-4.47228,1.50000,2.90499,1,4.25000,42.79307,12.97381
12.13399,-4.38691,1.50000,2.90553,1,4.50000,42.79384,12.97669
11.89887,-4.30156,1.50000,2.90665,1,4.75000,42.79461,12.97956
11.66374,-4.21621,1.50000,2.90817,1,5.00000,42.79538,12.98243
11.42861,-4.13087,1.50000,2.90979,1,5.25000,42.79615,12.98530
11.19349,-4.04553,1.50000,2.91120,1,5.50000,42.79692,12.98818
10.95836,-3.96021,1.50000,2.91214,1,5.75000,42.79768,12.99105
10.72324,-3.87489,1.50000,2.91239,1,6.00000,42.79845,12.99392
10.48811,-3.78958,1.50000,2.91172,1,6.25000,42.79922,12.99679
10.25299,-3.70428,1.50000,2.90998,1,6.50000,42.79999,12.99967
10.01786,-3.61899,1.50000,2.90700,1,6.75000,42.80076,13.00254
9.78274,-3.53370,1.50000,2.90266,1,7.00000,42.80152,13.00541
9.54761,-3.44843,1.50000,2.89687,1,7.25000,42.80229,13.00828
9.31249,-3.36316,1.50000,2.88957,1,7.50000,42.80306,13.01116
9.07736,-3.27790,1.50000,2.88071,1,7.75000,42.80383,13.01403
8.84223,-3.19264,1.50000,2.87030,1,8.00000,42.80459,13.01690
8.60711,-3.10740,1.50000,2.85860,1,8.25000,42.80536,13.01978
8.37198,-3.02216,1.50000,2.84604,1,8.50000,42.80613,13.02265
8.13686,-2.93693,1.50000,2.83306,1,8.75000,42.80690,13.02552
7.90173,-2.85171,1.50000,2.82011,1,9.00000,42.80766,13.02840
7.66661,-2.76650,1.50000,2.80763,1,9.25000,42.80843,13.03127
7.43148,-2.68129,1.50000,2.79604,1,9.50000,42.80920,13.03414
7.19636,-2.59610,1.50000,2.78580,1,9.75000,42.80996,13.03702
6.96123,-2.51091,1.50000,2.77731,1,10.00000,42.81073,13.03989
6.72611,-2.42573,1.50000,2.77098,1,10.25000,42.81150,13.04276
6.49098,-2.34055,1.50000,2.76720,1,10.50000,42.81226,13.04564
6.25586,-2.25539,1.50000,2.76635,1,10.75000,42.81303,13.04851
6.02073,-2.17023,1.50000,2.76877,1,11.00000,42.81380,13.05139
5.78560,-2.08508,1.50000,2.77471,1,11.25000,42.81456,13.05426
5.55048,-1.99994,1.50000,2.78407,1,11.50000,42.81533,13.05713
5.31535,-1.91481,1.50000,2.79660,1,11.75000,42.81610,13.06001
5.08023,-1.82968,1.50000,2.81199,1,12.00000,42.81686,13.06288
4.84510,-1.74457,1.50000,2.82992,1,12.25000,42.81763,13.06576
4.60998,-1.65946,1.50000,2.85000,1,12.50000,42.81839,13.06863
4.37485,-1.57436,1.50000,2.87185,1,12.75000,42.81916,13.07150
4.13973,-1.48926,1.50000,2.89506,1,13.00000,42.81993,13.07438
3.90460,-1.40418,1.50000,2.91921,1,13.25000,42.82069,13.07725
3.66948,-1.31910,1.50000,2.94386,1,13.50000,42.82146,13.08013
3.43435,-1.23403,1.50000,2.96861,1,13.75000,42.82222,13.08300
3.19923,-1.14897,1.50000,2.99302,1,14.00000,42.82299,13.08588
2.96410,-1.06392,1.50000,3.01670,1,14.25000,42.82376,13.08875
2.72897,-0.97888,1.50000,3.03922,1,14.50000,42.82452,13.09163
2.49385,-0.89384,1.50000,3.06018,1,14.75000,42.82529,13.09450
2.25872,-0.80881,1.50000,3.07917,1,15.00000,42.82605,13.09738
2.02360,-0.72379,1.50000,3.09587,1,15.25000,42.82682,13.10025
1.78847,-0.63878,1.50000,3.10994,1,15.50000,42.82758,13.10313
1.55335,-0.55377,1.50000,3.12113,1,15.75000,42.82835,13.10600
1.31822,-0.46878,1.50000,3.12920,1,16.00000,42.82911,13.10888
1.08310,-0.38379,1.50000,3.13394,1,16.25000,42.82988,13.11175
0.84797,-0.29881,1.50000,3.13516,1,16.50000,42.83064,13.11463
0.61285,-0.21384,1.50000,3.13272,1,16.75000,42.83141,13.11750
0.37772,-0.12887,1.50000,3.12648,1,17.00000,42.83217,13.12038
0.14260,-0.04391,1.50000,3.11633,1,17.25000,42.83294,13.12326
-0.09253,0.04103,1.50000,3.10219,1,17.50000,42.83370,13.12613
-0.32765,0.12597,1.50000,3.08432,1,17.75000,42.83447,13.12901
-0.56278,0.21091,1.50000,3.06339,1,18.00000,42.83523,13.13188
-0.79790,0.29583,1.50000,3.04010,1,18.25000,42.83600,13.13476
-1.03303,0.38075,1.50000,3.01517,1,18.50000,42.83676,13.13764
-1.26816,0.46566,1.50000,2.98927,1,18.75000,42.83752,13.14051
-1.50328,0.55056,1.50000,2.96309,1,19.00000,42.83829,13.14339
-1.73841,0.63545,1.50000,2.93730,1,19.25000,42.83905,13.14626
-1.97353,0.72033,1.50000,2.91257,1,19.50000,42.83982,13.14914
-2.20866,0.80521,1.50000,2.88952,1,19.75000,42.84058,13.15202
-2.44378,0.89008,1.50000,2.86878,1,20.00000,42.84135,13.15489
-2.67891,0.97494,1.50000,2.85095,1,20.25000,42.84211,13.15777
-2.91403,1.05979,1.50000,2.83661,1,20.50000,42.84287,13.16065
-3.14916,1.14463,1.50000,2.82626,1,20.75000,42.84364,13.16352
-3.38428,1.22947,1.50000,2.81994,1,21.00000,42.84440,13.16640
-3.61941,1.31430,1.50000,2.81729,1,21.25000,42.84516,13.16928
-3.85453,1.39912,1.50000,2.81794,1,21.50000,42.84593,13.17215
-4.08966,1.48393,1.50000,2.82148,1,21.75000,42.84669,13.17503
-4.32478,1.56873,1.50000,2.82747,1,22.00000,42.84745,13.17791
-4.55991,1.65353,1.50000,2.83548,1,22.25000,42.84822,13.18078
-4.79504,1.73832,1.50000,2.84506,1,22.50000,42.84898,13.18366
-5.03016,1.82310,1.50000,2.85577,1,22.75000,42.84974,13.18654
-5.26529,1.90787,1.50000,2.86715,1,23.00000,42.85051,13.18942
-5.50041,1.99263,1.50000,2.87881,1,23.25000,42.85127,13.19229
-5.73554,2.07739,1.50000,2.89036,1,23.50000,42.85203,13.19517
-5.97066,2.16214,1.50000,2.90147,1,23.75000,42.85280,13.19805
-6.20579,2.24688,1.50000,2.91191,1,24.00000,42.85356,13.20093
-6.44091,2.33161,1.50000,2.92165,1,24.25000,42.85432,13.20380
-6.67604,2.41633,1.50000,2.93071,1,24.50000,42.85508,13.20668
-6.91116,2.50105,1.50000,2.93909,1,24.75000,42.85585,13.20956
-7.14629,2.58575,1.50000,2.94674,1,25.00000,42.85661,13.21244
-7.38141,2.67045,1.50000,2.95355,1,25.25000,42.85737,13.21532
-7.61654,2.75514,1.50000,2.95934,1,25.50000,42.85813,13.21819
-7.85167,2.83983,1.50000,2.96389,1,25.75000,42.85890,13.22107
-8.08679,2.92450,1.50000,2.96686,1,26.00000,42.85966,13.22395
-8.32192,3.00917,1.50000,2.96787,1,26.25000,42.86042,13.22683
-8.55704,3.09383,1.50000,2.96642,1,26.50000,42.86118,13.22971
-8.79217,3.17848,1.50000,2.96194,1,26.75000,42.86194,13.23258
-9.02729,3.26312,1.50000,2.95377,1,27.00000,42.86271,13.23546
-9.26242,3.34776,1.50000,2.94140,1,27.25000,42.86347,13.23834
-9.49754,3.43239,1.50000,2.92496,1,27.50000,42.86423,13.24122
-9.73267,3.51701,1.50000,2.90478,1,27.75000,42.86499,13.24410
-9.96779,3.60162,1.50000,2.88134,1,28.00000,42.86575,13.24698
-10.20292,3.68622,1.50000,2.85524,1,28.25000,42.86652,13.24986
-10.43805,3.77082,1.50000,2.82719,1,28.50000,42.86728,13.25274
-10.67317,3.85540,1.50000,2.79803,1,28.75000,42.86804,13.25561
-10.90830,3.93998,1.50000,2.76872,1,29.00000,42.86880,13.25849
-11.14342,4.02455,1.50000,2.74032,1,29.25000,42.86956,13.26137
-11.37855,4.10911,1.50000,2.71402,1,29.50000,42.87032,13.26425
-11.61367,4.19367,1.50000,2.69109,1,29.75000,42.87108,13.26713
-11.84880,4.27822,1.50000,2.67290,1,30.00000,42.87184,13.27001
16.36625,-5.92471,1.75000,2.99281,1,0.00000,42.78000,12.92500
16.13113,-5.83921,1.75000,2.99514,1,0.25000,42.78077,12.92787
15.89600,-5.75371,1.75000,2.99680,1,0.50000,42.78154,12.93074
15.66087,-5.66823,1.75000,2.99770,1,0.75000,42.78231,12.93361
15.42575,-5.58275,1.75000,2.99778,1,1.00000,42.78308,12.93648
15.19062,-5.49728,1.75000,2.99703,1,1.25000,42.78385,12.93936
14.95550,-5.41182,1.75000,2.99543,1,1.50000,42.78462,12.94223
14.72037,-5.32637,1.75000,2.99309,1,1.75000,42.78539,12.94510
14.48525,-5.24092,1.75000,2.99023,1,2.00000,42.78616,12.94797
14.25012,-5.15549,1.75000,2.98710,1,2.25000,42.78692,12.95084
14.01500,-5.07006,1.75000,2.98388,1,2.50000,42.78769,12.95371
13.77987,-4.98464,1.75000,2.98074,1,2.75000,42.78846,12.95658
13.54474,-4.89922,1.75000,2.97781,1,3.00000,42.78923,12.95946
13.30962,-4.81382,1.75000,2.97519,1,3.25000,42.79000,12.96233
13.07449,-4.72842,1.75000,2.97293,1,3.50000,42.79077,12.96520
12.83937,-4.64303,1.75000,2.97109,1,3.75000,42.79154,12.96807
12.60424,-4.55765,1.75000,2.96965,1,4.00000,42.79231,12.97094
12.36912,-4.47228,1.75000,2.96859,1,4.25000,42.79307,12.97381
12.13399,-4.38691,1.75000,2.96785,1,4.50000,42.79384,12.97669
11.89887,-4.30156,1.75000,2.96735,1,4.75000,42.79461,12.97956
11.66374,-4.21621,1.75000,2.96691,1,5.00000,42.79538,12.98243
11.42861,-4.13087,1.75000,2.96631,1,5.25000,42.79615,12.98530
11.19349,-4.04553,1.75000,2.96534,1,5.50000,42.79692,12.98818
10.95836,-3.96021,1.75000,2.96382,1,5.75000,42.79768,12.99105
10.72324,-3.87489,1.75000,2.96159,1,6.00000,42.79845,12.99392
10.48811,-3.78958,1.75000,2.95850,1,6.25000,42.79922,12.99679
10.25299,-3.70428,1.75000,2.95444,1,6.50000,42.79999,12.99967
10.01786,-3.61899,1.75000,2.94934,1,6.75000,42.80076,13.00254
9.78274,-3.53370,1.75000,2.94311,1,7.00000,42.80152,13.00541
9.54761,-3.44843,1.75000,2.93573,1,7.25000,42.80229,13.00828
9.31249,-3.36316,1.75000,2.92716,1,7.50000,42.80306,13.01116
9.07736,-3.27790,1.75000,2.91741,1,7.75000,42.80383,13.01403
8.84223,-3.19264,1.75000,2.90651,1,8.00000,42.80459,13.01690
8.60711,-3.10740,1.75000,2.89469,1,8.25000,42.80536,13.01978
8.37198,-3.02216,1.75000,2.88228,1,8.50000,42.80613,13.02265
8.13686,-2.93693,1.75000,2.86967,1,8.75000,42.80690,13.02552
7.90173,-2.85171,1.75000,2.85720,1,9.00000,42.80766,13.02840
7.66661,-2.76650,1.75000,2.84526,1,9.25000,42.80843,13.03127
7.43148,-2.68129,1.75000,2.83421,1,9.50000,42.80920,13.03414
7.19636,-2.59610,1.75000,2.82443,1,9.75000,42.80996,13.03702
6.96123,-2.51091,1.75000,2.81627,1,10.00000,42.81073,13.03989
6.72611,-2.42573,1.75000,2.81010,1,10.25000,42.81150,13.04276
6.49098,-2.34055,1.75000,2.80624,1,10.50000,42.81226,13.04564
6.25586,-2.25539,1.75000,2.80504,1,10.75000,42.81303,13.04851
6.02073,-2.17023,1.75000,2.80678,1,11.00000,42.81380,13.05139
5.78560,-2.08508,1.75000,2.81172,1,11.25000,42.81456,13.05426
5.55048,-1.99994,1.75000,2.81978,1,11.50000,42.81533,13.05713
5.31535,-1.91481,1.75000,2.83076,1,11.75000,42.81610,13.06001
5.08023,-1.82968,1.75000,2.84444,1,12.00000,42.81686,13.06288
4.84510,-1.74457,1.75000,2.86051,1,12.25000,42.81763,13.06576
4.60998,-1.65946,1.75000,2.87867,1,12.50000,42.81839,13.06863
4.37485,-1.57436,1.75000,2.89858,1,12.75000,42.81916,13.07150
4.13973,-1.48926,1.75000,2.91987,1,13.00000,42.81993,13.07438
3.90460,-1.40418,1.75000,2.94217,1,13.25000,42.82069,13.07725
3.66948,-1.31910,1.75000,2.96511,1,13.50000,42.82146,13.08013
3.43435,-1.23403,1.75000,2.98831,1,13.75000,42.82222,13.08300
3.19923,-1.14897,1.75000,3.01138,1,14.00000,42.82299,13.08588
2.96410,-1.06392,1.75000,3.03397,1,14.25000,42.82376,13.08875
2.72897,-0.97888,1.75000,3.05571,1,14.50000,42.82452,13.09163
2.49385,-0.89384,1.75000,3.07621,1,14.75000,42.82529,13.09450
2.25872,-0.80881,1.75000,3.09512,1,15.00000,42.82605,13.09738
2.02360,-0.72379,1.75000,3.11212,1,15.25000,42.82682,13.10025
1.78847,-0.63878,1.75000,3.12693,1,15.50000,42.82758,13.10313
1.55335,-0.55377,1.75000,3.13929,1,15.75000,42.82835,13.10600
1.31822,-0.46878,1.75000,3.14898,1,16.00000,42.82911,13.10888
1.08310,-0.38379,1.75000,3.15579,1,16.25000,42.82988,13.11175
0.84797,-0.29881,1.75000,3.15955,1,16.50000,42.83064,13.11463
0.61285,-0.21384,1.75000,3.16007,1,16.75000,42.83141,13.11750
0.37772,-0.12887,1.75000,3.15723,1,17.00000,42.83217,13.12038
0.14260,-0.04391,1.75000,3.15087,1,17.25000,42.83294,13.12326
-0.09253,0.04103,1.75000,3.14090,1,17.50000,42.83370,13.12613
-0.32765,0.12597,1.75000,3.12746,1,17.75000,42.83447,13.12901
-0.56278,0.21091,1.75000,3.11110,1,18.00000,42.83523,13.13188
-0.79790,0.29583,1.75000,3.09235,1,18.25000,42.83600,13.13476
-1.03303,0.38075,1.75000,3.07179,1,18.50000,42.83676,13.13764
-1.26816,0.46566,1.75000,3.04997,1,18.75000,42.83752,13.14051
-1.50328,0.55056,1.75000,3.02747,1,19.00000,42.83829,13.14339
-1.73841,0.63545,1.75000,3.00485,1,19.25000,42.83905,13.14626
-1.97353,0.72033,1.75000,2.98268,1,19.50000,42.83982,13.14914
-2.20866,0.80521,1.75000,2.96152,1,19.75000,42.84058,13.15202
-2.44378,0.89008,1.75000,2.94192,1,20.00000,42.84135,13.15489
-2.67891,0.97494,1.75000,2.92442,1,20.25000,42.84211,13.15777
-2.91403,1.05979,1.75000,2.90955,1,20.50000,42.84287,13.16065
-3.14916,1.14463,1.75000,2.89781,1,20.75000,42.84364,13.16352
-3.38428,1.22947,1.75000,2.88930,1,21.00000,42.84440,13.16640
-3.61941,1.31430,1.75000,2.88386,1,21.25000,42.84516,13.16928
-3.85453,1.39912,1.75000,2.88130,1,21.50000,42.84593,13.17215
-4.08966,1.48393,1.75000,2.88136,1,21.75000,42.84669,13.17503
-4.32478,1.56873,1.75000,2.88381,1,22.00000,42.84745,13.17791
-4.55991,1.65353,1.75000,2.88836,1,22.25000,42.84822,13.18078
-4.79504,1.73832,1.75000,2.89473,1,22.50000,42.84898,13.18366
-5.03016,1.82310,1.75000,2.90263,1,22.75000,42.84974,13.18654
-5.26529,1.90787,1.75000,2.91177,1,23.00000,42.85051,13.18942
-5.50041,1.99263,1.75000,2.92188,1,23.25000,42.85127,13.19229
-5.73554,2.07739,1.75000,2.93272,1,23.50000,42.85203,13.19517
-5.97066,2.16214,1.75000,2.94409,1,23.75000,42.85280,13.19805
-6.20579,2.24688,1.75000,2.95582,1,24.00000,42.85356,13.20093
-6.44091,2.33161,1.75000,2.96780,1,24.25000,42.85432,13.20380
-6.67604,2.41633,1.75000,2.97988,1,24.50000,42.85508,13.20668
-6.91116,2.50105,1.75000,2.99190,1,24.75000,42.85585,13.20956
-7.14629,2.58575,1.75000,3.00365,1,25.00000,42.85661,13.21244
-7.38141,2.67045,1.75000,3.01487,1,25.25000,42.85737,13.21532
-7.61654,2.75514,1.75000,3.02521,1,25.50000,42.85813,13.21819
-7.85167,2.83983,1.75000,3.03430,1,25.75000,42.85890,13.22107
-8.08679,2.92450,1.75000,3.04166,1,26.00000,42.85966,13.22395
-8.32192,3.00917,1.75000,3.04676,1,26.25000,42.86042,13.22683
