x,y,z,v,v_type,distance_km,latitude,longitude
-4.55991,1.65353,1.00000,5.25507,0,22.25000,42.84822,13.18078
-4.79504,1.73832,1.00000,5.28323,0,22.50000,42.84898,13.18366
-5.03016,1.82310,1.00000,5.31143,0,22.75000,42.84974,13.18654
-5.26529,1.90787,1.00000,5.33898,0,23.00000,42.85051,13.18942
-5.50041,1.99263,1.00000,5.36525,0,23.25000,42.85127,13.19229
-5.73554,2.07739,1.00000,5.38966,0,23.50000,42.85203,13.19517
-5.97066,2.16214,1.00000,5.41178,0,23.75000,42.85280,13.19805
-6.20579,2.24688,1.00000,5.43137,0,24.00000,42.85356,13.20093
-6.44091,2.33161,1.00000,5.44860,0,24.25000,42.85432,13.20380
-6.67604,2.41633,1.00000,5.46374,0,24.50000,42.85508,13.20668
-6.91116,2.50105,1.00000,5.47696,0,24.75000,42.85585,13.20956
-7.14629,2.58575,1.00000,5.48834,0,25.00000,42.85661,13.21244
-7.38141,2.67045,1.00000,5.49782,0,25.25000,42.85737,13.21532
-7.61654,2.75514,1.00000,5.50520,0,25.50000,42.85813,13.21819
-7.85167,2.83983,1.00000,5.51016,0,25.75000,42.85890,13.22107
-8.08679,2.92450,1.00000,5.51221,0,26.00000,42.85966,13.22395
-8.32192,3.00917,1.00000,5.51072,0,26.25000,42.86042,13.22683
-8.55704,3.09383,1.00000,5.50488,0,26.50000,42.86118,13.22971
-8.79217,3.17848,1.00000,5.49372,0,26.75000,42.86194,13.23258
-9.02729,3.26312,1.00000,5.47613,0,27.00000,42.86271,13.23546
-9.26242,3.34776,1.00000,5.45119,0,27.25000,42.86347,13.23834
-9.49754,3.43239,1.00000,5.41908,0,27.50000,42.86423,13.24122
-9.73267,3.51701,1.00000,5.38033,0,27.75000,42.86499,13.24410
-9.96779,3.60162,1.00000,5.33569,0,28.00000,42.86575,13.24698
-10.20292,3.68622,1.00000,5.28607,0,28.25000,42.86652,13.24986
-10.43805,3.77082,1.00000,5.23260,0,28.50000,42.86728,13.25274
-10.67317,3.85540,1.00000,5.17659,0,28.75000,42.86804,13.25561
-10.90830,3.93998,1.00000,5.11955,0,29.00000,42.86880,13.25849
-11.14342,4.02455,1.00000,5.06314,0,29.25000,42.86956,13.26137
-11.37855,4.10911,1.00000,5.00920,0,29.50000,42.87032,13.26425
-11.61367,4.19367,1.00000,4.95974,0,29.75000,42.87108,13.26713
-11.84880,4.27822,1.00000,4.91689,0,30.00000,42.87184,13.27001
16.36625,-5.92471,1.25000,5.28564,0,0.00000,42.78000,12.92500
16.13113,-5.83921,1.25000,5.29096,0,0.25000,42.78077,12.92787
15.89600,-5.75371,1.25000,5.29589,0,0.50000,42.78154,12.93074
15.66087,-5.66823,1.25000,5.30017,0,0.75000,42.78231,12.93361
15.42575,-5.58275,1.25000,5.30359,0,1.00000,42.78308,12.93648
15.19062,-5.49728,1.25000,5.30595,0,1.25000,42.78385,12.93936
14.95550,-5.41182,1.25000,5.30708,0,1.50000,42.78462,12.94223
14.72037,-5.32637,1.25000,5.30696,0,1.75000,42.78539,12.94510
14.48525,-5.24092,1.25000,5.30594,0,2.00000,42.78616,12.94797
14.25012,-5.15549,1.25000,5.30439,0,2.25000,42.78692,12.95084
14.01500,-5.07006,1.25000,5.30262,0,2.50000,42.78769,12.95371
13.77987,-4.98464,1.25000,5.30094,0,2.75000,42.78846,12.95658
13.54474,-4.89922,1.25000,5.29959,0,3.00000,42.78923,12.95946
13.30962,-4.81382,1.25000,5.29878,0,3.25000,42.79000,12.96233
13.07449,-4.72842,1.25000,5.29869,0,3.50000,42.79077,12.96520
12.83937,-4.64303,1.25000,5.29945,0,3.75000,42.79154,12.96807
12.60424,-4.55765,1.25000,5.30114,0,4.00000,42.79231,12.97094
12.36912,-4.47228,1.25000,5.30383,0,4.25000,42.79307,12.97381
12.13399,-4.38691,1.25000,5.30753,0,4.50000,42.79384,12.97669
11.89887,-4.30156,1.25000,5.31219,0,4.75000,42.79461,12.97956
11.66374,-4.21621,1.25000,5.31753,0,5.00000,42.79538,12.98243
11.42861,-4.13087,1.25000,5.32300,0,5.25000,42.79615,12.98530
11.19349,-4.04553,1.25000,5.32804,0,5.50000,42.79692,12.98818
10.95836,-3.96021,1.25000,5.33215,0,5.75000,42.79768,12.99105
10.72324,-3.87489,1.25000,5.33486,0,6.00000,42.79845,12.99392
10.48811,-3.78958,1.25000,5.33572,0,6.25000,42.79922,12.99679
10.25299,-3.70428,1.25000,5.33434,0,6.50000,42.79999,12.99967
10.01786,-3.61899,1.25000,5.33034,0,6.75000,42.80076,13.00254
9.78274,-3.53370,1.25000,5.32338,0,7.00000,42.80152,13.00541
9.54761,-3.44843,1.25000,5.31317,0,7.25000,42.80229,13.00828
9.31249,-3.36316,1.25000,5.29944,0,7.50000,42.80306,13.01116
9.07736,-3.27790,1.25000,5.28196,0,7.75000,42.80383,13.01403
8.84223,-3.19264,1.25000,5.26059,0,8.00000,42.80459,13.01690
8.60711,-3.10740,1.25000,5.23587,0,8.25000,42.80536,13.01978
8.37198,-3.02216,1.25000,5.20884,0,8.50000,42.80613,13.02265
8.13686,-2.93693,1.25000,5.18055,0,8.75000,42.80690,13.02552
7.90173,-2.85171,1.25000,5.15208,0,9.00000,42.80766,13.02840
7.66661,-2.76650,1.25000,5.12453,0,9.25000,42.80843,13.03127
7.43148,-2.68129,1.25000,5.09903,0,9.50000,42.80920,13.03414
7.19636,-2.59610,1.25000,5.07671,0,9.75000,42.80996,13.03702
6.96123,-2.51091,1.25000,5.05871,0,10.00000,42.81073,13.03989
6.72611,-2.42573,1.25000,5.04619,0,10.25000,42.81150,13.04276
6.49098,-2.34055,1.25000,5.04030,0,10.50000,42.81226,13.04564
6.25586,-2.25539,1.25000,5.04219,0,10.75000,42.81303,13.04851
6.02073,-2.17023,1.25000,5.05301,0,11.00000,42.81380,13.05139
5.78560,-2.08508,1.25000,5.07362,0,11.25000,42.81456,13.05426
5.55048,-1.99994,1.25000,5.10334,0,11.50000,42.81533,13.05713
5.31535,-1.91481,1.25000,5.14092,0,11.75000,42.81610,13.06001
5.08023,-1.82968,1.25000,5.18499,0,12.00000,42.81686,13.06288
4.84510,-1.74457,1.25000,5.23413,0,12.25000,42.81763,13.06576
4.60998,-1.65946,1.25000,5.28682,0,12.50000,42.81839,13.06863
4.37485,-1.57436,1.25000,5.34149,0,12.75000,42.81916,13.07150
4.13973,-1.48926,1.25000,5.39649,0,13.00000,42.81993,13.07438
3.90460,-1.40418,1.25000,5.45014,0,13.25000,42.82069,13.07725
3.66948,-1.31910,1.25000,5.50073,0,13.50000,42.82146,13.08013
3.43435,-1.23403,1.25000,5.54652,0,13.75000,42.82222,13.08300
3.19923,-1.14897,1.25000,5.58573,0,14.00000,42.82299,13.08588
2.96410,-1.06392,1.25000,5.61662,0,14.25000,42.82376,13.08875
2.72897,-0.97888,1.25000,5.63802,0,14.50000,42.82452,13.09163
2.49385,-0.89384,1.25000,5.65037,0,14.75000,42.82529,13.09450
2.25872,-0.80881,1.25000,5.65438,0,15.00000,42.82605,13.09738
2.02360,-0.72379,1.25000,5.65085,0,15.25000,42.82682,13.10025
1.78847,-0.63878,1.25000,5.64060,0,15.50000,42.82758,13.10313
1.55335,-0.55377,1.25000,5.62448,0,15.75000,42.82835,13.10600
1.31822,-0.46878,1.25000,5.60338,0,16.00000,42.82911,13.10888
1.08310,-0.38379,1.25000,5.57820,0,16.25000,42.82988,13.11175
0.84797,-0.29881,1.25000,5.54984,0,16.50000,42.83064,13.11463
0.61285,-0.21384,1.25000,5.51922,0,16.75000,42.83141,13.11750
0.37772,-0.12887,1.25000,5.48723,0,17.00000,42.83217,13.12038
0.14260,-0.04391,1.25000,5.45477,0,17.25000,42.83294,13.12326
-0.09253,0.04103,1.25000,5.42272,0,17.50000,42.83370,13.12613
-0.32765,0.12597,1.25000,5.39165,0,17.75000,42.83447,13.12901
-0.56278,0.21091,1.25000,5.36179,0,18.00000,42.83523,13.13188
-0.79790,0.29583,1.25000,5.33338,0,18.25000,42.83600,13.13476
-1.03303,0.38075,1.25000,5.30669,0,18.50000,42.83676,13.13764
-1.26816,0.46566,1.25000,5.28202,0,18.75000,42.83752,13.14051
-1.50328,0.55056,1.25000,5.25973,0,19.00000,42.83829,13.14339
-1.73841,0.63545,1.25000,5.24017,0,19.25000,42.83905,13.14626
-1.97353,0.72033,1.25000,5.22372,0,19.50000,42.83982,13.14914
-2.20866,0.80521,1.25000,5.21079,0,19.75000,42.84058,13.15202
-2.44378,0.89008,1.25000,5.20180,0,20.00000,42.84135,13.15489
-2.67891,0.97494,1.25000,5.19715,0,20.25000,42.84211,13.15777
-2.91403,1.05979,1.25000,5.19725,0,20.50000,42.84287,13.16065
-3.14916,1.14463,1.25000,5.20247,0,20.75000,42.84364,13.16352
-3.38428,1.22947,1.25000,5.21264,0,21.00000,42.84440,13.16640
-3.61941,1.31430,1.25000,5.22721,0,21.25000,42.84516,13.16928
-3.85453,1.39912,1.25000,5.24560,0,21.50000,42.84593,13.17215
-4.08966,1.48393,1.25000,5.26717,0,21.75000,42.84669,13.17503
-4.32478,1.56873,1.25000,5.29128,0,22.00000,42.84745,13.17791
-4.55991,1.65353,1.25000,5.31728,0,22.25000,42.84822,13.18078
-4.79504,1.73832,1.25000,5.34453,0,22.50000,42.84898,13.18366
-5.03016,1.82310,1.25000,5.37241,0,22.75000,42.84974,13.18654
-5.26529,1.90787,1.25000,5.40035,0,23.00000,42.85051,13.18942
-5.50041,1.99263,1.25000,5.42781,0,23.25000,42.85127,13.19229
-5.73554,2.07739,1.25000,5.45435,0,23.50000,42.85203,13.19517
-5.97066,2.16214,1.25000,5.47965,0,23.75000,42.85280,13.19805
-6.20579,2.24688,1.25000,5.50353,0,24.00000,42.85356,13.20093
-6.44091,2.33161,1.25000,5.52604,0,24.25000,42.85432,13.20380
-6.67604,2.41633,1.25000,5.54728,0,24.50000,42.85508,13.20668
-6.91116,2.50105,1.25000,5.56721,0,24.75000,42.85585,13.20956
-7.14629,2.58575,1.25000,5.58571,0,25.00000,42.85661,13.21244
-7.38141,2.67045,1.25000,5.60253,0,25.25000,42.85737,13.21532
-7.61654,2.75514,1.25000,5.61728,0,25.50000,42.85813,13.21819
-7.85167,2.83983,1.25000,5.62943,0,25.75000,42.85890,13.22107
-8.08679,2.92450,1.25000,5.63829,0,26.00000,42.85966,13.22395
-8.32192,3.00917,1.25000,5.64301,0,26.25000,42.86042,13.22683
-8.55704,3.09383,1.25000,5.64261,0,26.50000,42.86118,13.22971
-8.79217,3.17848,1.25000,5.63591,0,26.75000,42.86194,13.23258
-9.02729,3.26312,1.25000,5.62158,0,27.00000,42.86271,13.23546
-9.26242,3.34776,1.25000,5.59859,0,27.25000,42.86347,13.23834
-9.49754,3.43239,1.25000,5.56716,0,27.50000,42.86423,13.24122
-9.73267,3.51701,1.25000,5.52791,0,27.75000,42.86499,13.24410
-9.96779,3.60162,1.25000,5.48168,0,28.00000,42.86575,13.24698
-10.20292,3.68622,1.25000,5.42950,0,28.25000,42.86652,13.24986
-10.43805,3.77082,1.25000,5.37263,0,28.50000,42.86728,13.25274
-10.67317,3.85540,1.25000,5.31249,0,28.75000,42.86804,13.25561
-10.90830,3.93998,1.25000,5.25073,0,29.00000,42.86880,13.25849
-11.14342,4.02455,1.25000,5.18919,0,29.25000,42.86956,13.26137
-11.37855,4.10911,1.25000,5.12984,0,29.50000,42.87032,13.26425
-11.61367,4.19367,1.25000,5.07488,0,29.75000,42.87108,13.26713
-11.84880,4.27822,1.25000,5.02662,0,30.00000,42.87184,13.27001
16.36625,-5.92471,1.50000,5.39824,0,0.00000,42.78000,12.92500
16.13113,-5.83921,1.50000,5.40379,0,0.25000,42.78077,12.92787
15.89600,-5.75371,1.50000,5.40890,0,0.50000,42.78154,12.93074
15.66087,-5.66823,1.50000,5.41335,0,0.75000,42.78231,12.93361
15.42575,-5.58275,1.50000,5.41693,0,1.00000,42.78308,12.93648
15.19062,-5.49728,1.50000,5.41945,0,1.25000,42.78385,12.93936
14.95550,-5.41182,1.50000,5.42077,0,1.50000,42.78462,12.94223
14.72037,-5.32637,1.50000,5.42090,0,1.75000,42.78539,12.94510
14.48525,-5.24092,1.50000,5.42014,0,2.00000,42.78616,12.94797
14.25012,-5.15549,1.50000,5.41884,0,2.25000,42.78692,12.95084
14.01500,-5.07006,1.50000,5.41729,0,2.50000,42.78769,12.95371
13.77987,-4.98464,1.50000,5.41576,0,2.75000,42.78846,12.95658
13.54474,-4.89922,1.50000,5.41445,0,3.00000,42.78923,12.95946
13.30962,-4.81382,1.50000,5.41356,0,3.25000,42.79000,12.96233
13.07449,-4.72842,1.50000,5.41322,0,3.50000,42.79077,12.96520
12.83937,-4.64303,1.50000,5.41354,0,3.75000,42.79154,12.96807
12.60424,-4.55765,1.50000,5.41457,0,4.00000,42.79231,12.97094
12.36912,-4.47228,1.50000,5.41633,0,4.25000,42.79307,12.97381
12.13399,-4.38691,1.50000,5.41880,0,4.50000,42.79384,12.97669
11.89887,-4.30156,1.50000,5.42193,0,4.75000,42.79461,12.97956
11.66374,-4.21621,1.50000,5.42542,0,5.00000,42.79538,12.98243
11.42861,-4.13087,1.50000,5.42880,0,5.25000,42.79615,12.98530
11.19349,-4.04553,1.50000,5.43156,0,5.50000,42.79692,12.98818
10.95836,-3.96021,1.50000,5.43328,0,5.75000,42.79768,12.99105
10.72324,-3.87489,1.50000,5.43351,0,6.00000,42.79845,12.99392
10.48811,-3.78958,1.50000,5.43188,0,6.25000,42.79922,12.99679
10.25299,-3.70428,1.50000,5.42803,0,6.50000,42.79999,12.99967
10.01786,-3.61899,1.50000,5.42162,0,6.75000,42.80076,13.00254
9.78274,-3.53370,1.50000,5.41237,0,7.00000,42.80152,13.00541
9.54761,-3.44843,1.50000,5.40000,0,7.25000,42.80229,13.00828
9.31249,-3.36316,1.50000,5.38428,0,7.50000,42.80306,13.01116
9.07736,-3.27790,1.50000,5.36500,0,7.75000,42.80383,13.01403
8.84223,-3.19264,1.50000,5.34202,0,8.00000,42.80459,13.01690
8.60711,-3.10740,1.50000,5.31588,0,8.25000,42.80536,13.01978
8.37198,-3.02216,1.50000,5.28752,0,8.50000,42.80613,13.02265
8.13686,-2.93693,1.50000,5.25794,0,8.75000,42.80690,13.02552
7.90173,-2.85171,1.50000,5.22817,0,9.00000,42.80766,13.02840
7.66661,-2.76650,1.50000,5.19925,0,9.25000,42.80843,13.03127
7.43148,-2.68129,1.50000,5.17226,0,9.50000,42.80920,13.03414
7.19636,-2.59610,1.50000,5.14828,0,9.75000,42.80996,13.03702
6.96123,-2.51091,1.50000,5.12843,0,10.00000,42.81073,13.03989
6.72611,-2.42573,1.50000,5.11380,0,10.25000,42.81150,13.04276
6.49098,-2.34055,1.50000,5.10552,0,10.50000,42.81226,13.04564
6.25586,-2.25539,1.50000,5.10472,0,10.75000,42.81303,13.04851
6.02073,-2.17023,1.50000,5.11252,0,11.00000,42.81380,13.05139
5.78560,-2.08508,1.50000,5.12976,0,11.25000,42.81456,13.05426
5.55048,-1.99994,1.50000,5.15585,0,11.50000,42.81533,13.05713
5.31535,-1.91481,1.50000,5.18962,0,11.75000,42.81610,13.06001
5.08023,-1.82968,1.50000,5.22983,0,12.00000,42.81686,13.06288
4.84510,-1.74457,1.50000,5.27514,0,12.25000,42.81763,13.06576
4.60998,-1.65946,1.50000,5.32413,0,12.50000,42.81839,13.06863
4.37485,-1.57436,1.50000,5.37533,0,12.75000,42.81916,13.07150
4.13973,-1.48926,1.50000,5.42719,0,13.00000,42.81993,13.07438
3.90460,-1.40418,1.50000,5.47813,0,13.25000,42.82069,13.07725
3.66948,-1.31910,1.50000,5.52654,0,13.50000,42.82146,13.08013
3.43435,-1.23403,1.50000,5.57077,0,13.75000,42.82222,13.08300
3.19923,-1.14897,1.50000,5.60916,0,14.00000,42.82299,13.08588
2.96410,-1.06392,1.50000,5.64005,0,14.25000,42.82376,13.08875
2.72897,-0.97888,1.50000,5.66233,0,14.50000,42.82452,13.09163
2.49385,-0.89384,1.50000,5.67637,0,14.75000,42.82529,13.09450
2.25872,-0.80881,1.50000,5.68284,0,15.00000,42.82605,13.09738
2.02360,-0.72379,1.50000,5.68242,0,15.25000,42.82682,13.10025
1.78847,-0.63878,1.50000,5.67585,0,15.50000,42.82758,13.10313
1.55335,-0.55377,1.50000,5.66391,0,15.75000,42.82835,13.10600
1.31822,-0.46878,1.50000,5.64737,0,16.00000,42.82911,13.10888
1.08310,-0.38379,1.50000,5.62703,0,16.25000,42.82988,13.11175
0.84797,-0.29881,1.50000,5.60370,0,16.50000,42.83064,13.11463
0.61285,-0.21384,1.50000,5.57818,0,16.75000,42.83141,13.11750
0.37772,-0.12887,1.50000,5.55126,0,17.00000,42.83217,13.12038
0.14260,-0.04391,1.50000,5.52372,0,17.25000,42.83294,13.12326
-0.09253,0.04103,1.50000,5.49633,0,17.50000,42.83370,13.12613
-0.32765,0.12597,1.50000,5.46958,0,17.75000,42.83447,13.12901
-0.56278,0.21091,1.50000,5.44365,0,18.00000,42.83523,13.13188
-0.79790,0.29583,1.50000,5.41875,0,18.25000,42.83600,13.13476
-1.03303,0.38075,1.50000,5.39512,0,18.50000,42.83676,13.13764
-1.26816,0.46566,1.50000,5.37304,0,18.75000,42.83752,13.14051
-1.50328,0.55056,1.50000,5.35284,0,19.00000,42.83829,13.14339
-1.73841,0.63545,1.50000,5.33486,0,19.25000,42.83905,13.14626
-1.97353,0.72033,1.50000,5.31947,0,19.50000,42.83982,13.14914
-2.20866,0.80521,1.50000,5.30706,0,19.75000,42.84058,13.15202
-2.44378,0.89008,1.50000,5.29804,0,20.00000,42.84135,13.15489
-2.67891,0.97494,1.50000,5.29282,0,20.25000,42.84211,13.15777
-2.91403,1.05979,1.50000,5.29180,0,20.50000,42.84287,13.16065
-3.14916,1.14463,1.50000,5.29533,0,20.75000,42.84364,13.16352
-3.38428,1.22947,1.50000,5.30335,0,21.00000,42.84440,13.16640
-3.61941,1.31430,1.50000,5.31544,0,21.25000,42.84516,13.16928
-3.85453,1.39912,1.50000,5.33114,0,21.50000,42.84593,13.17215
-4.08966,1.48393,1.50000,5.34999,0,21.75000,42.84669,13.17503
-4.32478,1.56873,1.50000,5.37147,0,22.00000,42.84745,13.17791
-4.55991,1.65353,1.50000,5.39508,0,22.25000,42.84822,13.18078
-4.79504,1.73832,1.50000,5.42033,0,22.50000,42.84898,13.18366
-5.03016,1.82310,1.50000,5.44675,0,22.75000,42.84974,13.18654
-5.26529,1.90787,1.50000,5.47390,0,23.00000,42.85051,13.18942
-5.50041,1.99263,1.50000,5.50141,0,23.25000,42.85127,13.19229
-5.73554,2.07739,1.50000,5.52896,0,23.50000,42.85203,13.19517
-5.97066,2.16214,1.50000,5.55637,0,23.75000,42.85280,13.19805
-6.20579,2.24688,1.50000,5.58357,0,24.00000,42.85356,13.20093
-6.44091,2.33161,1.50000,5.61049,0,24.25000,42.85432,13.20380
-6.67604,2.41633,1.50000,5.63703,0,24.50000,42.85508,13.20668
-6.91116,2.50105,1.50000,5.66297,0,24.75000,42.85585,13.20956
-7.14629,2.58575,1.50000,5.68797,0,25.00000,42.85661,13.21244
-7.38141,2.67045,1.50000,5.71160,0,25.25000,42.85737,13.21532
-7.61654,2.75514,1.50000,5.73326,0,25.50000,42.85813,13.21819
-7.85167,2.83983,1.50000,5.75223,0,25.75000,42.85890,13.22107
-8.08679,2.92450,1.50000,5.76763,0,26.00000,42.85966,13.22395
-8.32192,3.00917,1.50000,5.77842,0,26.25000,42.86042,13.22683
-8.55704,3.09383,1.50000,5.78341,0,26.50000,42.86118,13.22971
-8.79217,3.17848,1.50000,5.78126,0,26.75000,42.86194,13.23258
-9.02729,3.26312,1.50000,5.77044,0,27.00000,42.86271,13.23546
-9.26242,3.34776,1.50000,5.74979,0,27.25000,42.86347,13.23834
-9.49754,3.43239,1.50000,5.71958,0,27.50000,42.86423,13.24122
-9.73267,3.51701,1.50000,5.68050,0,27.75000,42.86499,13.24410
-9.96779,3.60162,1.50000,5.63346,0,28.00000,42.86575,13.24698
-10.20292,3.68622,1.50000,5.57959,0,28.25000,42.86652,13.24986
-10.43805,3.77082,1.50000,5.52021,0,28.50000,42.86728,13.25274
-10.67317,3.85540,1.50000,5.45689,0,28.75000,42.86804,13.25561
-10.90830,3.93998,1.50000,5.39135,0,29.00000,42.86880,13.25849
-11.14342,4.02455,1.50000,5.32553,0,29.25000,42.86956,13.26137
-11.37855,4.10911,1.50000,5.26158,0,29.50000,42.87032,13.26425
-11.61367,4.19367,1.50000,5.20177,0,29.75000,42.87108,13.26713
-11.84880,4.27822,1.50000,5.14858,0,30.00000,42.87184,13.27001
16.36625,-5.92471,1.75000,5.51466,0,0.00000,42.78000,12.92500
16.13113,-5.83921,1.75000,5.52034,0,0.25000,42.78077,12.92787
15.89600,-5.75371,1.75000,5.52557,0,0.50000,42.78154,12.93074
15.66087,-5.66823,1.75000,5.53014,0,0.75000,42.78231,12.93361
15.42575,-5.58275,1.75000,5.53387,0,1.00000,42.78308,12.93648
15.19062,-5.49728,1.75000,5.53661,0,1.25000,42.78385,12.93936
14.95550,-5.41182,1.75000,5.53823,0,1.50000,42.78462,12.94223
14.72037,-5.32637,1.75000,5.53875,0,1.75000,42.78539,12.94510
14.48525,-5.24092,1.75000,5.53846,0,2.00000,42.78616,12.94797
14.25012,-5.15549,1.75000,5.53765,0,2.25000,42.78692,12.95084
14.01500,-5.07006,1.75000,5.53656,0,2.50000,42.78769,12.95371
13.77987,-4.98464,1.75000,5.53543,0,2.75000,42.78846,12.95658
13.54474,-4.89922,1.75000,5.53441,0,3.00000,42.78923,12.95946
13.30962,-4.81382,1.75000,5.53366,0,3.25000,42.79000,12.96233
13.07449,-4.72842,1.75000,5.53327,0,3.50000,42.79077,12.96520
12.83937,-4.64303,1.75000,5.53329,0,3.75000,42.79154,12.96807
12.60424,-4.55765,1.75000,5.53375,0,4.00000,42.79231,12.97094
12.36912,-4.47228,1.75000,5.53463,0,4.25000,42.79307,12.97381
12.13399,-4.38691,1.75000,5.53586,0,4.50000,42.79384,12.97669
11.89887,-4.30156,1.75000,5.53735,0,4.75000,42.79461,12.97956
11.66374,-4.21621,1.75000,5.53884,0,5.00000,42.79538,12.98243
11.42861,-4.13087,1.75000,5.53992,0,5.25000,42.79615,12.98530
11.19349,-4.04553,1.75000,5.54018,0,5.50000,42.79692,12.98818
10.95836,-3.96021,1.75000,5.53924,0,5.75000,42.79768,12.99105
10.72324,-3.87489,1.75000,5.53675,0,6.00000,42.79845,12.99392
10.48811,-3.78958,1.75000,5.53239,0,6.25000,42.79922,12.99679
10.25299,-3.70428,1.75000,5.52586,0,6.50000,42.79999,12.99967
10.01786,-3.61899,1.75000,5.51689,0,6.75000,42.80076,13.00254
9.78274,-3.53370,1.75000,5.50523,0,7.00000,42.80152,13.00541
9.54761,-3.44843,1.75000,5.49066,0,7.25000,42.80229,13.00828
9.31249,-3.36316,1.75000,5.47299,0,7.50000,42.80306,13.01116
9.07736,-3.27790,1.75000,5.45202,0,7.75000,42.80383,13.01403
8.84223,-3.19264,1.75000,5.42767,0,8.00000,42.80459,13.01690
8.60711,-3.10740,1.75000,5.40039,0,8.25000,42.80536,13.01978
8.37198,-3.02216,1.75000,5.37107,0,8.50000,42.80613,13.02265
8.13686,-2.93693,1.75000,5.34063,0,8.75000,42.80690,13.02552
7.90173,-2.85171,1.75000,5.31000,0,9.00000,42.80766,13.02840
7.66661,-2.76650,1.75000,5.28017,0,9.25000,42.80843,13.03127
7.43148,-2.68129,1.75000,5.25213,0,9.50000,42.80920,13.03414
7.19636,-2.59610,1.75000,5.22692,0,9.75000,42.80996,13.03702
6.96123,-2.51091,1.75000,5.20558,0,10.00000,42.81073,13.03989
6.72611,-2.42573,1.75000,5.18916,0,10.25000,42.81150,13.04276
6.49098,-2.34055,1.75000,5.17873,0,10.50000,42.81226,13.04564
6.25586,-2.25539,1.75000,5.17536,0,10.75000,42.81303,13.04851
6.02073,-2.17023,1.75000,5.18014,0,11.00000,42.81380,13.05139
5.78560,-2.08508,1.75000,5.19388,0,11.25000,42.81456,13.05426
5.55048,-1.99994,1.75000,5.21608,0,11.50000,42.81533,13.05713
5.31535,-1.91481,1.75000,5.24569,0,11.75000,42.81610,13.06001
5.08023,-1.82968,1.75000,5.28159,0,12.00000,42.81686,13.06288
4.84510,-1.74457,1.75000,5.32254,0,12.25000,42.81763,13.06576
4.60998,-1.65946,1.75000,5.36727,0,12.50000,42.81839,13.06863
4.37485,-1.57436,1.75000,5.41442,0,12.75000,42.81916,13.07150
4.13973,-1.48926,1.75000,5.46256,0,13.00000,42.81993,13.07438
3.90460,-1.40418,1.75000,5.51023,0,13.25000,42.82069,13.07725
3.66948,-1.31910,1.75000,5.55594,0,13.50000,42.82146,13.08013
3.43435,-1.23403,1.75000,5.59817,0,13.75000,42.82222,13.08300
3.19923,-1.14897,1.75000,5.63538,0,14.00000,42.82299,13.08588
2.96410,-1.06392,1.75000,5.66603,0,14.25000,42.82376,13.08875
2.72897,-0.97888,1.75000,5.68909,0,14.50000,42.82452,13.09163
2.49385,-0.89384,1.75000,5.70487,0,14.75000,42.82529,13.09450
2.25872,-0.80881,1.75000,5.71392,0,15.00000,42.82605,13.09738
2.02360,-0.72379,1.75000,5.71686,0,15.25000,42.82682,13.10025
1.78847,-0.63878,1.75000,5.71431,0,15.50000,42.82758,13.10313
1.55335,-0.55377,1.75000,5.70694,0,15.75000,42.82835,13.10600
1.31822,-0.46878,1.75000,5.69542,0,16.00000,42.82911,13.10888
1.08310,-0.38379,1.75000,5.68045,0,16.25000,42.82988,13.11175
0.84797,-0.29881,1.75000,5.66272,0,16.50000,42.83064,13.11463
0.61285,-0.21384,1.75000,5.64290,0,16.75000,42.83141,13.11750
0.37772,-0.12887,1.75000,5.62167,0,17.00000,42.83217,13.12038
0.14260,-0.04391,1.75000,5.59970,0,17.25000,42.83294,13.12326
-0.09253,0.04103,1.75000,5.57761,0,17.50000,42.83370,13.12613
-0.32765,0.12597,1.75000,5.55583,0,17.75000,42.83447,13.12901
-0.56278,0.21091,1.75000,5.53448,0,18.00000,42.83523,13.13188
-0.79790,0.29583,1.75000,5.51375,0,18.25000,42.83600,13.13476
-1.03303,0.38075,1.75000,5.49382,0,18.50000,42.83676,13.13764
-1.26816,0.46566,1.75000,5.47497,0,18.75000,42.83752,13.14051
-1.50328,0.55056,1.75000,5.45747,0,19.00000,42.83829,13.14339
-1.73841,0.63545,1.75000,5.44164,0,19.25000,42.83905,13.14626
-1.97353,0.72033,1.75000,5.42782,0,19.50000,42.83982,13.14914
-2.20866,0.80521,1.75000,5.41640,0,19.75000,42.84058,13.15202
-2.44378,0.89008,1.75000,5.40773,0,20.00000,42.84135,13.15489
-2.67891,0.97494,1.75000,5.40222,0,20.25000,42.84211,13.15777
-2.91403,1.05979,1.75000,5.40024,0,20.50000,42.84287,13.16065
-3.14916,1.14463,1.75000,5.40213,0,20.75000,42.84364,13.16352
-3.38428,1.22947,1.75000,5.40790,0,21.00000,42.84440,13.16640
-3.61941,1.31430,1.75000,5.41728,0,21.25000,42.84516,13.16928
-3.85453,1.39912,1.75000,5.42996,0,21.50000,42.84593,13.17215
-4.08966,1.48393,1.75000,5.44562,0,21.75000,42.84669,13.17503
-4.32478,1.56873,1.75000,5.46392,0,22.00000,42.84745,13.17791
-4.55991,1.65353,1.75000,5.48450,0,22.25000,42.84822,13.18078
-4.79504,1.73832,1.75000,5.50704,0,22.50000,42.84898,13.18366
-5.03016,1.82310,1.75000,5.53121,0,22.75000,42.84974,13.18654
-5.26529,1.90787,1.75000,5.55675,0,23.00000,42.85051,13.18942
