date-time,latitude,longitude,depth,RMS,Nphs,errH,errZ,Mamp,errOT,stderrX,stderrY,publicId
2016-10-21T00:41:18.160000Z,42.80583,13.11765,2.059,0.1184,16,0.305,0.4144,0.0,0.02443,0.1891,0.2393,8599151
2016-10-21T00:53:23.150000Z,42.874,13.23617,3.502,0.03769,14,0.317,0.3298,0.0,0.02521,0.1994,0.2469,8599201
2016-10-21T01:05:10.830000Z,42.7295,13.19017,3.601,0.1091,23,0.236,0.2485,0.0,0.02009,0.1247,0.2006,8599241
2016-10-21T01:33:09.018000Z,42.75183,13.175,4.581,0.07898,15,0.401,0.4711,0.0,0.0254,0.2046,0.3452,8599401
2016-10-21T01:33:43.960000Z,42.8705,13.12007,10.53,0.08431,14,0.333,0.571,0.0,0.02522,0.205,0.2621,8599421
2016-10-21T01:43:25.290000Z,42.82867,13.16833,7.272,0.06301,26,0.235,0.2576,0.0,0.01799,0.1482,0.1821,8599461
2016-10-21T02:23:16.120000Z,42.8975,13.2215,7.304,0.08821,21,0.254,0.4694,0.0,0.01896,0.1243,0.2211,8599831
2016-10-21T02:26:23.850000Z,42.77783,13.20583,8.67,0.06056,21,0.286,0.3108,0.0,0.02113,0.1609,0.2359,8599881
2016-10-21T02:32:41.620000Z,42.78917,13.16135,11.05,0.1728,12,0.546,0.5697,0.0,0.02965,0.2866,0.4645,8599921
2016-10-21T02:43:03.896000Z,42.77233,13.1571,2.684,0.0523,22,0.261,0.5618,0.0,0.02001,0.1471,0.2154,8599991
2016-10-21T03:05:17.060000Z,42.779,13.15545,2.7,0.07181,25,0.234,0.4461,0.0,0.01903,0.1432,0.1845,8600121
2016-10-21T03:31:42.570000Z,42.94933,13.26367,3.55,0.03522,18,0.243,0.4357,0.0,0.02137,0.1438,0.1963,8600341
2016-10-21T03:39:35.710000Z,42.77817,13.1493,2.896,0.03972,11,0.364,0.5111,0.0,0.02751,0.2185,0.2909,8600381
2016-10-21T03:56:22.040000Z,42.85467,13.25583,3.764,0.07419,27,0.203,0.2584,0.0,0.01724,0.1366,0.1496,8600511
2016-10-21T04:21:46.480000Z,42.83533,13.15753,4.61,0.07707,34,0.182,0.1935,0.0,0.01555,0.1257,0.1323,8600691
2016-10-21T04:32:27.660000Z,42.91867,13.05307,11.37,0.0339,12,0.43,0.6394,0.0,0.02734,0.2512,0.3486,8600781
2016-10-21T04:42:28.970000Z,42.87033,13.22383,3.379,0.1972,37,0.202,0.2118,0.0,0.01468,0.1244,0.1593,8600891
2016-10-21T04:48:06.093000Z,42.73683,13.19633,3.783,0.09026,32,0.197,0.1881,0.0,0.01588,0.1121,0.1618,8600931
2016-10-21T05:13:39.480000Z,42.90083,13.24133,3.361,0.05693,17,0.298,0.3043,0.0,0.02219,0.1795,0.2381,8601071
2016-10-21T05:47:30.240000Z,42.74283,13.139,2.242,0.1489,14,0.345,0.6579,0.0,0.02488,0.2039,0.2779,8601191
2016-10-21T05:53:56.130000Z,42.91767,13.05212,11.33,0.03593,16,0.327,0.4569,0.0,0.02439,0.2078,0.2527,8601261
2016-10-21T06:04:20.390000Z,42.9195,13.05253,11.11,0.03744,22,0.264,0.3385,0.0,0.021,0.1808,0.1922,8601321
2016-10-21T06:33:08.504000Z,42.75817,13.18117,3.905,0.05883,27,0.213,0.5158,0.0,0.0181,0.1349,0.1645,8601521
2016-10-21T06:41:02.234000Z,42.78817,13.1825,5.372,0.04437,23,0.314,0.3803,0.0,0.01941,0.1412,0.2808,8601571
2016-10-21T06:55:09.771000Z,42.8435,13.22783,5.219,0.05949,21,0.232,0.3112,0.0,0.01984,0.1541,0.1734,8601711
2016-10-21T07:01:11.220000Z,42.90017,13.24017,3.272,0.03996,15,0.303,0.2884,0.0,0.02401,0.1952,0.2318,8601751
2016-10-21T07:09:43.640000Z,42.75067,13.23417,10.33,0.05867,23,0.272,0.2816,0.0,0.01914,0.1464,0.2297,8601771
2016-10-21T07:15:24.830000Z,42.769,13.238,2.323,0.1123,30,0.277,0.6503,0.0,0.02009,0.128,0.2455,8601821
2016-10-21T07:26:37.130000Z,42.739,13.15392,10.57,0.05116,28,0.205,0.3283,0.0,0.01716,0.132,0.1574,8601871
2016-10-21T07:33:20.260000Z,42.701,13.25233,8.206,0.07111,26,0.239,0.2713,0.0,0.01779,0.1423,0.1921,8601891
2016-10-21T07:54:16.990000Z,42.701,13.2495,7.846,0.0287,27,0.253,0.276,0.0,0.01825,0.1402,0.2103,8602121
2016-10-21T08:06:32.750000Z,42.7015,13.25183,8.074,0.05995,34,0.197,0.2249,0.0,0.01545,0.1185,0.1578,8602331
2016-10-21T08:07:58.930000Z,42.701,13.24883,8.295,0.06087,34,0.22,0.2242,0.0,0.01598,0.1258,0.1803,8602361
2016-10-21T08:27:23.060000Z,42.738,13.19333,3.802,0.05759,27,0.202,0.2692,0.0,0.01735,0.1261,0.1581,8602511
2016-10-21T08:28:06.746000Z,42.77367,13.10315,9.573,0.04648,20,0.326,0.5137,0.0,0.02173,0.1564,0.2857,8602551
2016-10-21T08:30:55.500000Z,42.772,13.10432,9.916,0.0623,43,0.154,0.3319,0.0,0.0135,0.1024,0.1147,8602561
2016-10-21T08:31:55.990000Z,42.77067,13.10613,9.394,0.04491,14,0.479,0.4936,0.0,0.02533,0.1794,0.444,8602591
2016-10-21T08:38:48.830000Z,42.77117,13.10627,9.907,0.04692,15,0.448,0.4737,0.0,0.02411,0.1923,0.4049,8602631
2016-10-21T08:47:26.400000Z,42.862,13.258,1.707,0.008278,6,0.706,0.7937,0.0,0.03914,0.2345,0.6661,8602701
2016-10-21T09:19:26.380000Z,42.79667,13.25183,3.95,0.09952,36,0.188,0.305,0.0,0.01494,0.1026,0.1573,8603031
2016-10-21T09:33:46.440000Z,42.751,13.23,10.63,0.08929,17,0.281,0.6517,0.0,0.02256,0.1672,0.2258,8603111
2016-10-21T09:37:25.160000Z,42.865,13.23833,2.698,0.03811,12,0.376,0.3819,0.0,0.02726,0.211,0.3114,8603141
2016-10-21T09:38:03.609000Z,42.866,13.07637,2.914,0.06047,18,0.265,0.2799,0.0,0.02302,0.1543,0.2157,8603161
2016-10-21T10:01:09.144000Z,42.86817,13.07513,3.181,0.08371,21,0.223,0.2535,0.0,0.01967,0.1358,0.1775,8603261
2016-10-21T10:17:38.270000Z,42.89617,13.23933,3.376,0.05679,17,0.28,0.2985,0.0,0.02223,0.1875,0.2086,8603341
2016-10-21T10:21:35.810000Z,42.75333,13.18517,4.908,0.06262,32,0.193,0.2545,0.0,0.01629,0.1162,0.1541,8603381
2016-10-21T11:16:08.356999Z,42.868,13.07475,3.205,0.08175,25,0.216,0.2066,0.0,0.01842,0.1352,0.1683,8603671
2016-10-21T12:09:32.119999Z,42.77083,13.15703,3.562,0.1047,11,0.454,0.5932,0.0,0.03189,0.2136,0.4006,8604001
2016-10-21T12:15:17.370000Z,42.89033,13.24567,2.861,0.05669,12,0.478,0.588,0.0,0.02746,0.1827,0.4413,8604041
2016-10-21T12:27:47.110000Z,42.8165,13.211,10.76,0.04906,39,0.178,0.2599,0.0,0.01462,0.1118,0.1382,8604111
2016-10-21T12:47:29.450000Z,42.78317,13.19933,5.199,0.05772,22,0.255,0.4666,0.0,0.02045,0.1525,0.2046,8604181
2016-10-21T12:48:35.610000Z,42.87667,13.21367,1.143,0.09878,15,0.266,0.2159,0.0,0.02405,0.1764,0.1997,8604241
2016-10-21T12:54:20.000000Z,42.78017,13.176,7.105,0.04428,13,0.335,0.7886,0.0,0.02593,0.166,0.291,8604281
2016-10-21T12:57:39.580000Z,42.8785,13.07303,3.232,0.05632,14,0.269,0.3514,0.0,0.02524,0.1773,0.2017,8604311
2016-10-21T13:48:13.700000Z,42.759,13.01428,5.752,0.04273,16,0.312,0.6824,0.0,0.02349,0.1558,0.2705,8604641
2016-10-21T13:49:10.780000Z,42.87,13.16132,3.617,0.03839,19,0.241,0.3234,0.0,0.02119,0.1544,0.1845,8604681
2016-10-21T14:31:39.840000Z,42.774,13.13787,9.522,0.03722,10,0.504,0.6673,0.0,0.02806,0.2307,0.4478,8605011
2016-10-21T14:43:31.010000Z,42.884,13.17533,1.456,0.04621,19,0.207,0.2756,0.0,0.02147,0.1298,0.161,8605081
2016-10-21T14:57:22.320000Z,42.77217,13.11628,10.87,0.07939,17,0.331,0.4011,0.0,0.02406,0.1783,0.2785,8605151
2016-10-21T14:59:50.840000Z,42.843,13.05888,4.715,0.03704,28,0.2,0.2452,0.0,0.01735,0.1337,0.1494,8605201
2016-10-21T15:17:14.830000Z,42.76333,13.15627,2.583,0.07706,24,0.248,0.4407,0.0,0.01933,0.1501,0.1973,8605321
2016-10-21T15:39:01.893000Z,42.79317,13.21933,5.254,0.08872,13,0.339,0.712,0.0,0.02544,0.1918,0.2794,8605481
2016-10-21T15:55:18.350000Z,42.87133,13.12127,3.874,0.06411,11,0.336,1.123,0.0,0.02939,0.2169,0.256,8605581
2016-10-21T16:05:07.228000Z,42.802,13.21017,5.4,0.06491,26,0.197,0.3541,0.0,0.01841,0.1296,0.148,8605631
2016-10-21T16:15:58.460000Z,42.8295,13.10305,6.242,0.1196,12,0.477,0.9275,0.0,0.029,0.2483,0.4068,8605741
2016-10-21T16:18:23.760000Z,42.782,13.207,5.719,0.05383,28,0.206,0.2813,0.0,0.0173,0.1213,0.1667,8605771
2016-10-21T16:24:35.720000Z,42.8685,13.07918,3.582,0.05493,21,0.234,0.2254,0.0,0.02008,0.1513,0.1791,8605861
2016-10-21T16:26:39.300000Z,42.7785,13.13887,12.18,0.08499,11,0.508,0.7131,0.0,0.02629,0.2144,0.4606,8605911
2016-10-21T17:00:04.598000Z,42.88167,13.1486,3.056,0.05548,26,0.197,0.2549,0.0,0.01799,0.1305,0.1475,8606311
2016-10-21T17:15:36.990000Z,42.884,13.14378,2.405,0.05898,10,0.309,0.7127,0.0,0.02974,0.1853,0.2468,8606431
2016-10-21T18:18:23.650000Z,42.80617,13.21333,9.943,0.03055,8,0.772,1.545,0.0,0.03319,0.3096,0.7077,8606731
2016-10-21T18:24:36.190000Z,42.80467,13.2055,4.629,0.05255,21,0.24,0.3417,0.0,0.0206,0.159,0.1797,8606751
2016-10-21T18:38:03.567000Z,42.89583,13.2555,4.014,0.0771,24,0.27,0.3085,0.0,0.01822,0.1441,0.2283,8606801
2016-10-21T18:46:01.049000Z,42.90217,13.241,2.353,0.0666,10,0.366,0.4274,0.0,0.0302,0.2248,0.2886,8606901
2016-10-21T19:01:08.728000Z,42.8675,13.24017,3.56,0.05956,16,0.303,0.341,0.0,0.02347,0.2013,0.226,8606961
2016-10-21T19:01:40.840000Z,42.84567,13.23933,0.2238,0.08981,10,0.39,0.3975,0.0,0.0291,0.1821,0.3446,8606981
2016-10-21T19:31:51.910000Z,42.80517,13.16265,6.068,0.0585,14,0.41,0.4884,0.0,0.02551,0.198,0.3593,8607071
2016-10-21T20:10:47.170000Z,42.81667,13.2285,3.899,0.04957,12,0.329,0.6233,0.0,0.02654,0.2196,0.2447,8607401
2016-10-21T20:17:44.160000Z,42.75617,13.1415,5.705,0.1541,23,0.286,0.5403,0.0,0.02146,0.1632,0.2351,8607481
2016-10-21T20:27:50.830000Z,42.89333,13.26933,4.248,0.0893,13,0.39,1.489,0.0,0.02843,0.1599,0.3553,8607551
2016-10-21T20:41:28.840000Z,42.887,13.23933,3.062,0.05623,14,0.336,0.313,0.0,0.02487,0.201,0.269,8607681
2016-10-21T21:10:31.660000Z,42.76283,13.1875,7.293,0.05635,51,0.151,0.1849,0.0,0.01258,0.08513,0.125,8607881
2016-10-21T21:11:16.640000Z,42.92017,13.19183,4.964,0.05384,16,0.282,0.3021,0.0,0.02367,0.1813,0.2157,8607911
2016-10-21T21:20:39.920000Z,42.738,13.1587,4.352,0.05674,12,0.656,0.7186,0.0,0.02697,0.3402,0.5608,8608041
2016-10-21T21:22:13.540000Z,42.79467,13.172,6.804,0.07966,28,0.228,0.2896,0.0,0.01783,0.1285,0.1883,8608021
2016-10-21T21:24:31.560000Z,42.88883,13.14777,4.378,0.08038,18,0.252,0.36,0.0,0.02209,0.161,0.1945,8608081
2016-10-21T21:36:57.690000Z,42.804,13.10582,9.467,0.09292,18,0.272,0.3582,0.0,0.0222,0.1677,0.2136,8608131
2016-10-21T21:51:42.110000Z,42.9265,13.25383,4.963,0.03897,17,0.303,0.8502,0.0,0.02436,0.2019,0.2259,8608221
