date-time, latitude, longitude, depth, RMS, Nphs, Gap, Dist, errH, errZ, Mamp, Mdur, expect_lat, expect_lon, expect_z, EllipsoidAz1, EllipsoidDip1, EllipsoidLen1, EllipsoidAz2, EllipsoidDip2, EllipsoidLen2, EllipsoidLen3, minHorUnc, maxHorUnc, azMaxHorUnc, pdfVolume, mech_strike, mech_dip, mech_rake, mech_misfit, mech_Nobs, publicId
2016-10-30T00:24:31.025652, 42.8245, 13.0900, 8.2148, 0.0598154, 35, 78.0, 8.75376, 0.210094, 0.44628763, -9.9, -9.9, 42.8240, 13.0901, 8.0204, 70.3768, -1.38651, 0.207084, 160.109, 10.9175, 0.24183, 0.5612926, 0.167351, 0.210094, 163.053, 0.02739289, -999.0, -99.0, -99.0, -1.0, -1, 8849541
2016-10-30T00:25:46.742154, 42.8653, 13.1597, 3.6992, 0.134739, 67, 30.0, 2.50311, 0.376023, 0.17262529, -9.9, -9.9, 42.8646, 13.1601, 3.6649, 62.3961, -2.41509, 0.0897532, 140.745, 78.2036, 0.19581, 0.4737694, 0.072698, 0.376023, 152.818, 0.007211222, -999.0, -99.0, -99.0, -1.0, -1, 8849571
2016-10-30T00:30:39.322729, 42.8813, 13.2440, 3.1523, 0.0482416, 62, 34.0, 5.33753, 0.110256, 0.1956182, -9.9, -9.9, 42.8810, 13.2438, 3.1219, 309.358, -4.86497, 0.115131, 220.713, 15.5299, 0.122538, 0.2499759, 0.0933362, 0.110256, 27.7501, 0.006052468, -999.0, -99.0, -99.0, -1.0, -1, 8849801
2016-10-30T00:32:06.095869, 42.8147, 13.0941, 8.4336, 0.0515597, 72, 40.0, 8.10345, 0.17351, 0.24860038, -9.9, -9.9, 42.8150, 13.0946, 8.4727, 137.307, 3.85197, 0.112511, 229.26, 26.8418, 0.170277, 0.3350867, 0.0915996, 0.17351, 43.4131, 0.01021581, -999.0, -99.0, -99.0, -1.0, -1, 8849831
2016-10-30T00:32:49.392946, 42.8133, 13.0941, 7.8867, 0.0653229, 54, 58.0, 7.96841, 0.14351, 0.45600945, -9.9, -9.9, 42.8136, 13.0941, 8.0202, 33.7873, -6.57842, 0.149673, 303.096, -5.97569, 0.160812, 0.5713117, 0.124791, 0.14351, 158.086, 0.02421382, -999.0, -99.0, -99.0, -1.0, -1, 8849861
2016-10-30T00:37:15.469189, 42.8590, 13.1743, 1.5117, 0.265665, 76, 30.0, 1.15029, 0.229945, 0.23154332, -9.9, -9.9, 42.8588, 13.1733, 1.5235, 150.835, 0.825234, 0.17901, 241.627, 43.848, 0.259675, 0.3098601, 0.144517, 0.229945, 60.5946, 0.01147255, -999.0, -99.0, -99.0, -1.0, -1, 8849951
2016-10-30T00:42:27.148319, 42.8168, 13.0977, 7.7305, 0.0546159, 62, 40.0, 8.45583, 0.113015, 0.3280086, -9.9, -9.9, 42.8164, 13.0977, 7.7837, 19.3754, 9.47721, 0.124181, 289.394, -0.110061, 0.139174, 0.4114597, 0.112313, 0.113015, 31.0435, 0.008460766, -999.0, -99.0, -99.0, -1.0, -1, 8850081
2016-10-30T00:43:45.226956, 42.8534, 13.1760, 1.3203, 0.0831872, 43, 39.0, 1.04325, 0.799967, 0.8895537, -9.9, -9.9, 42.8532, 13.1741, 1.4481, 98.0409, 34.9972, 0.401272, 174.285, -18.759, 0.608409, 1.406696, 0.451819, 0.799967, 55.5859, 0.04088434, -999.0, -99.0, -99.0, -1.0, -1, 8850131
2016-10-30T00:44:48.678606, 42.8334, 13.1009, 7.1641, 0.0474797, 27, 65.0, 9.23323, 0.435722, 0.6975817, -9.9, -9.9, 42.8333, 13.1008, 7.0408, 254.129, -4.91472, 0.271065, 345.161, -11.8325, 0.519332, 0.8792946, 0.225582, 0.435722, 161.793, 0.1202434, -999.0, -99.0, -99.0, -1.0, -1, 8850171
2016-10-30T00:45:47.523392, 42.8469, 13.1205, 2.7773, 0.0608812, 53, 50.0, 5.61113, 0.139903, 0.29934788, -9.9, -9.9, 42.8470, 13.1205, 2.7840, 144.928, 2.56546, 0.143559, 235.38, 9.99753, 0.162761, 0.3758061, 0.116303, 0.139903, 49.4683, 0.0174465, -999.0, -99.0, -99.0, -1.0, -1, 8850221
2016-10-30T00:47:55.624135, 42.8470, 13.1654, 3.5234, 0.0576607, 51, 38.0, 2.12302, 0.471741, 0.35104406, -9.9, -9.9, 42.8479, 13.1652, 3.5793, 259.486, 6.62372, 0.222178, 233.799, -82.6574, 0.436525, 0.5848177, 0.182726, 0.471741, 169.295, 0.04013245, -999.0, -99.0, -99.0, -1.0, -1, 8850281
2016-10-30T00:49:12.485642, 42.8582, 13.1073, 3.4805, 0.111315, 38, 80.0, 6.5886, 0.249529, 0.15982212, -9.9, -9.9, 42.8588, 13.1069, 3.4690, 84.5308, 4.29408, 0.117129, 325.12, 81.3065, 0.195799, 0.3107542, 0.0950259, 0.249529, 174.93, 0.01101296, -999.0, -99.0, -99.0, -1.0, -1, 8850321
2016-10-30T00:51:38.437023, 42.8656, 13.1596, 3.7148, 0.0919982, 28, 101.0, 2.52978, 0.200382, 0.16103572, -9.9, -9.9, 42.8653, 13.1597, 3.6951, 64.6571, -6.25324, 0.0864428, 314.125, -72.6506, 0.195472, 0.2521816, 0.0715187, 0.200382, 155.447, 0.005221286, -999.0, -99.0, -99.0, -1.0, -1, 8850361
2016-10-30T00:52:53.004945, 42.8805, 13.1735, 2.2930, 0.0684679, 72, 32.0, 2.91332, 0.125147, 0.16819905, -9.9, -9.9, 42.8805, 13.1736, 2.3010, 159.102, 2.45279, 0.111775, 250.078, 21.6746, 0.142708, 0.2171073, 0.0903797, 0.125147, 67.14, 0.007872052, -999.0, -99.0, -99.0, -1.0, -1, 8850401
2016-10-30T00:53:23.424054, 42.8691, 13.1521, 2.8398, 0.056219, 44, 60.0, 3.24637, 0.129169, 0.19224167, -9.9, -9.9, 42.8693, 13.1520, 2.8388, 244.227, 12.1921, 0.121625, 154.786, -2.58989, 0.159764, 0.2423818, 0.104431, 0.129169, 152.131, 0.00960062, -999.0, -99.0, -99.0, -1.0, -1, 8850441
2016-10-30T00:57:51.457518, 42.8543, 13.2388, 1.3516, 0.0563678, 39, 59.0, 4.15163, 0.227387, 0.4215334, -9.9, -9.9, 42.8542, 13.2387, 1.3756, 344.414, -11.7202, 0.211059, 254.489, 0.359541, 0.281681, 0.5315495, 0.188204, 0.227387, 73.8075, 0.0659866, -999.0, -99.0, -99.0, -1.0, -1, 8850591
2016-10-30T00:58:55.600084, 42.7601, 13.1923, 7.0859, 0.0685748, 37, 42.0, 1.34175, 0.246654, 0.4225397, -9.9, -9.9, 42.7600, 13.1923, 7.0680, 88.1411, -4.99997, 0.243075, 357.28, -9.7505, 0.295853, 0.5303436, 0.198519, 0.246654, 3.09387, 0.07979375, -999.0, -99.0, -99.0, -1.0, -1, 8850641
2016-10-30T01:01:23.365134, 42.8451, 13.0875, 6.4453, 0.122542, 30, 96.0, 7.54884, 0.505908, 0.9102458, -9.9, -9.9, 42.8492, 13.0869, 6.0098, 79.6193, 4.21726, 0.227862, 348.321, 17.0853, 0.546079, 1.171072, 0.192843, 0.505908, 173.422, 0.09907802, -999.0, -99.0, -99.0, -1.0, -1, 8850721
2016-10-30T01:03:35.392370, 42.9412, 13.0334, 9.0742, 0.0558888, 80, 43.0, 2.67496, 0.107757, 0.21089557, -9.9, -9.9, 42.9413, 13.0334, 9.0695, 1.1557, 1.31907, 0.124497, 271.172, -0.710429, 0.133467, 0.2613395, 0.100583, 0.107757, 90.7957, 0.009329486, -999.0, -99.0, -99.0, -1.0, -1, 8850821
2016-10-30T01:04:27.468886, 42.8977, 13.1653, 1.9180, 0.0678982, 87, 29.0, 2.45668, 0.0946435, 0.1830469, -9.9, -9.9, 42.8978, 13.1653, 1.9375, 54.2433, -18.2815, 0.0953803, 323.887, -1.07822, 0.105836, 0.2367735, 0.0853799, 0.0946435, 47.9513, 0.00512602, -999.0, -99.0, -99.0, -1.0, -1, 8850851
2016-10-30T01:06:01.124619, 42.8852, 13.1718, 0.8672, 0.0780618, 42, 47.0, 3.23641, 0.251062, 0.3679375, -9.9, -9.9, 42.8853, 13.1718, 0.8914, 206.895, 18.3013, 0.275272, 298.997, 6.32895, 0.302359, 0.4732896, 0.237652, 0.251062, 80.552, 0.06437036, -999.0, -99.0, -99.0, -1.0, -1, 8850901
2016-10-30T01:07:45.424686, 42.8701, 13.1144, 2.9492, 0.0595524, 69, 37.0, 6.19426, 0.586297, 0.46839833, -9.9, -9.9, 42.8697, 13.1144, 3.0433, 280.804, 6.92863, 0.116075, 332.825, -78.8292, 0.580473, 0.7294516, 0.108962, 0.586297, 11.2035, 0.009466003, -999.0, -99.0, -99.0, -1.0, -1, 8850971
2016-10-30T01:08:36.344014, 42.8911, 13.1879, 0.4824, 0.0983395, 28, 69.0, 2.26543, 0.105169, 0.0943512, -9.9, -9.9, 42.8908, 13.1879, 0.4871, 237.276, -36.8689, 0.106594, 288.607, 39.7989, 0.114257, 0.1354297, 0.0888634, 0.105169, 166.692, 0.003613701, -999.0, -99.0, -99.0, -1.0, -1, 8851001
